,Brand,Model,Transmission,Fuel type,Year of Manufacture,median_price,count, adjusted_median_price , final_price 
526,Suzuki,Baleno,Automatic,Petrol,2016,8000000,5," 7,875,000 "," 7,166,250 "
527,Suzuki,Baleno,Automatic,Petrol,2017,7250000,1," 7,875,000 "," 7,166,250 "
528,Suzuki,Baleno,Automatic,Petrol,2018,7757500,0," 8,529,167 "," 7,761,542 "
529,Suzuki,Baleno,Automatic,Petrol,2019,9200000,1," 9,183,333 "," 8,356,833 "
530,Suzuki,Baleno,Automatic,Petrol,2020,9175000,2," 9,183,333 "," 8,356,833 "
531,Suzuki,Baleno,Tiptronic,Petrol,2016,7500000,1," 7,500,000 "," 6,825,000 "
532,Suzuki,Baleno,Tiptronic,Petrol,2017,8025000,0," 7,733,333 "," 7,037,333 "
533,Suzuki,Baleno,Tiptronic,Petrol,2018,8586750,0," 7,966,667 "," 7,249,667 "
534,Suzuki,Baleno,Tiptronic,Petrol,2019,8200000,1," 8,200,000 "," 7,462,000 "
535,Suzuki,Celerio,Automatic,Petrol,2014,4762500,2," 4,762,500 "," 4,476,750 "
536,Suzuki,Celerio,Automatic,Petrol,2015,4875000,3," 4,875,000 "," 4,582,500 "
537,Suzuki,Celerio,Automatic,Petrol,2016,4950000,1," 4,950,000 "," 4,653,000 "
538,Suzuki,Celerio,Automatic,Petrol,2017,5290000,1," 5,290,000 "," 4,866,800 "
539,Suzuki,Celerio,Manual,Petrol,2015,5000000,2," 5,000,000 "," 4,600,000 "
540,Suzuki,Celerio,Manual,Petrol,2016,5050000,2," 5,050,000 "," 4,646,000 "
541,Suzuki,Celerio,Tiptronic,Petrol,2015,5250000,1," 5,250,000 "," 4,830,000 "
542,Suzuki,Celerio,Tiptronic,Petrol,2016,5617500,0," 5,617,500 "," 5,168,100 "
543,Suzuki,Celerio,Tiptronic,Petrol,2017,5850000,1," 5,850,000 "," 5,382,000 "
544,Suzuki,Hustler,Automatic,Hybrid,2015,6700000,1," 6,500,000 "," 5,980,000 "
545,Suzuki,Hustler,Automatic,Hybrid,2016,7169000,0," 6,500,000 "," 5,980,000 "
546,Suzuki,Hustler,Automatic,Hybrid,2017,6400000,2," 6,500,000 "," 5,980,000 "
547,Suzuki,Hustler,Automatic,Hybrid,2018,6848000,0," 6,816,667 "," 6,271,333 "
548,Suzuki,Hustler,Automatic,Hybrid,2019,7327360,0," 7,133,333 "," 6,562,667 "
549,Suzuki,Hustler,Automatic,Hybrid,2020,7913548.8,0," 7,450,000 "," 6,854,000 "
550,Suzuki,Hustler,Automatic,Hybrid,2021,8546632.704,0," 7,766,667 "," 7,067,667 "
551,Suzuki,Hustler,Automatic,Hybrid,2022,9230363.32,0," 8,083,333 "," 7,355,833 "
552,Suzuki,Hustler,Automatic,Hybrid,2023,8400000,2," 8,400,000 "," 7,644,000 "
553,Suzuki,Hustler,Automatic,Hybrid,2024,8790000,5," 8,773,333 "," 7,983,733 "
554,Suzuki,Hustler,Automatic,Hybrid,2025,8690000,1," 8,773,333 "," 7,983,733 "
555,Suzuki,Hustler,Automatic,Petrol,2018,7650000,1," 7,650,000 "," 6,961,500 "
556,Suzuki,Hustler,Automatic,Petrol,2019,8185500,0," 7,987,500 "," 7,268,625 "
557,Suzuki,Hustler,Automatic,Petrol,2020,8840340,0," 8,325,000 "," 7,575,750 "
558,Suzuki,Hustler,Automatic,Petrol,2021,9547567.2,0," 8,662,500 "," 7,882,875 "
559,Suzuki,Hustler,Automatic,Petrol,2022,10311372.58,0," 9,000,000 "," 8,190,000 "
560,Suzuki,Hustler,Automatic,Petrol,2023,11136282.38,0," 9,337,500 "," 8,497,125 "
561,Suzuki,Hustler,Automatic,Petrol,2024,9675000,2," 9,675,000 "," 8,804,250 "
562,Suzuki,Maruti,Manual,Petrol,1995,1200000,1," 1,200,000 "," 1,140,000 "
563,Suzuki,Maruti,Manual,Petrol,1996,1440000,1," 1,365,000 "," 1,296,750 "
564,Suzuki,Maruti,Manual,Petrol,1997,1483200,0," 1,365,000 "," 1,296,750 "
565,Suzuki,Maruti,Manual,Petrol,1998,1527696,0," 1,365,000 "," 1,296,750 "
566,Suzuki,Maruti,Manual,Petrol,1999,1290000,1," 1,365,000 "," 1,296,750 "
567,Suzuki,Maruti,Manual,Petrol,2000,1395000,1," 1,395,000 "," 1,325,250 "
568,Suzuki,Maruti,Manual,Petrol,2001,1700000,1," 1,550,000 "," 1,472,500 "
569,Suzuki,Maruti,Manual,Petrol,2002,1400000,1," 1,550,000 "," 1,472,500 "
570,Suzuki,Maruti,Manual,Petrol,2003,1595000,5," 1,595,000 "," 1,515,250 "
571,Suzuki,Maruti,Manual,Petrol,2004,1732500,2," 1,732,500 "," 1,645,875 "
572,Suzuki,Maruti,Manual,Petrol,2005,1875000,7," 1,858,333 "," 1,765,417 "
573,Suzuki,Maruti,Manual,Petrol,2006,1850000,6," 1,858,333 "," 1,765,417 "
574,Suzuki,Maruti,Manual,Petrol,2007,1825000,2," 1,858,333 "," 1,765,417 "
575,Suzuki,Maruti,Manual,Petrol,2008,2035000,2," 2,018,333 "," 1,917,417 "
576,Suzuki,Maruti,Manual,Petrol,2009,1985000,1," 2,018,333 "," 1,917,417 "
577,Suzuki,Maruti,Manual,Petrol,2010,2087500,8," 2,048,000 "," 1,945,600 "
578,Suzuki,Maruti,Manual,Petrol,2011,2095000,8," 2,048,000 "," 1,945,600 "
579,Suzuki,Maruti,Manual,Petrol,2012,2300000,3," 2,048,000 "," 1,945,600 "
580,Suzuki,Maruti,Manual,Petrol,2013,2415000,0," 2,048,000 "," 1,945,600 "
581,Suzuki,Maruti,Manual,Petrol,2014,2535750,0," 2,048,000 "," 1,945,600 "
582,Suzuki,Maruti,Manual,Petrol,2015,2687895,0," 2,048,000 "," 1,945,600 "
583,Suzuki,Maruti,Manual,Petrol,2016,2849168.7,0," 2,048,000 "," 1,945,600 "
584,Suzuki,Maruti,Manual,Petrol,2017,3020118.822,0," 2,048,000 "," 1,945,600 "
585,Suzuki,Maruti,Manual,Petrol,2018,3201325.951,0," 2,048,000 "," 1,945,600 "
586,Suzuki,Maruti,Manual,Petrol,2019,3393405.508,0," 2,048,000 "," 1,945,600 "
587,Suzuki,Maruti,Manual,Petrol,2020,3630943.894,0," 2,048,000 "," 1,945,600 "
588,Suzuki,Maruti,Manual,Petrol,2021,3885109.967,0," 2,048,000 "," 1,945,600 "
589,Suzuki,Maruti,Manual,Petrol,2022,4157067.664,0," 2,048,000 "," 1,945,600 "
590,Suzuki,Maruti,Manual,Petrol,2023,4448062.401,0," 2,048,000 "," 1,945,600 "
591,Suzuki,Maruti,Manual,Petrol,2024,4759426.769,0," 2,048,000 "," 1,945,600 "
592,Suzuki,Maruti,Manual,Petrol,2025,4759426.769,0," 2,048,000 "," 1,945,600 "
593,Suzuki,Maruti,Manual,Petrol,2026,600000,1," 2,048,000 "," 1,945,600 "
594,Suzuki,Maruti,Automatic,Petrol,1996,1150000,1," 1,150,000 "," 1,092,500 "
595,Suzuki,Maruti,Automatic,Petrol,1997,1184500,0," 1,184,500 "," 1,125,275 "
596,Suzuki,Maruti,Automatic,Petrol,1998,1220035,0," 1,220,035 "," 1,159,033 "
597,Suzuki,Maruti,Automatic,Petrol,1999,1256636.05,0," 1,256,636 "," 1,193,804 "
598,Suzuki,Maruti,Automatic,Petrol,2000,1294335.132,0," 1,294,335 "," 1,229,618 "
599,Suzuki,Maruti,Automatic,Petrol,2001,1333165.185,0," 1,333,165 "," 1,266,507 "
600,Suzuki,Maruti,Automatic,Petrol,2002,3800000,1," 3,800,000 "," 3,572,000 "
601,Suzuki,Other Model,Automatic,Petrol,1998,2500000,1," 2,500,000 "," 2,375,000 "
602,Suzuki,Other Model,Automatic,Petrol,1999,2575000,0," 2,700,000 "," 2,565,000 "
603,Suzuki,Other Model,Automatic,Petrol,2000,2652250,0," 2,900,000 "," 2,755,000 "
604,Suzuki,Other Model,Automatic,Petrol,2001,2731817.5,0," 3,100,000 "," 2,914,000 "
605,Suzuki,Other Model,Automatic,Petrol,2002,2813772.025,0," 3,300,000 "," 3,102,000 "
606,Suzuki,Other Model,Automatic,Petrol,2003,2898185.186,0," 3,500,000 "," 3,290,000 "
607,Suzuki,Other Model,Automatic,Petrol,2004,2985130.741,0," 3,700,000 "," 3,478,000 "
608,Suzuki,Other Model,Automatic,Petrol,2005,3104535.971,0," 3,900,000 "," 3,666,000 "
609,Suzuki,Other Model,Automatic,Petrol,2006,3228717.41,0," 4,100,000 "," 3,854,000 "
610,Suzuki,Other Model,Automatic,Petrol,2007,3357866.106,0," 4,300,000 "," 4,042,000 "
611,Suzuki,Other Model,Automatic,Petrol,2008,3492180.75,0," 4,500,000 "," 4,230,000 "
612,Suzuki,Other Model,Automatic,Petrol,2009,3631867.98,0," 4,700,000 "," 4,418,000 "
613,Suzuki,Other Model,Automatic,Petrol,2010,3813461.379,0," 4,900,000 "," 4,606,000 "
614,Suzuki,Other Model,Automatic,Petrol,2011,4004134.448,0," 5,100,000 "," 4,692,000 "
615,Suzuki,Other Model,Automatic,Petrol,2012,4204341.171,0," 5,300,000 "," 4,876,000 "
616,Suzuki,Other Model,Automatic,Petrol,2013,4414558.229,0," 5,500,000 "," 5,060,000 "
617,Suzuki,Other Model,Automatic,Petrol,2014,4635286.141,0," 5,700,000 "," 5,244,000 "
618,Suzuki,Other Model,Automatic,Petrol,2015,4913403.309,0," 5,900,000 "," 5,428,000 "
619,Suzuki,Other Model,Automatic,Petrol,2016,5208207.508,0," 6,100,000 "," 5,612,000 "
620,Suzuki,Other Model,Automatic,Petrol,2017,5572782.033,0," 6,300,000 "," 5,796,000 "
621,Suzuki,Other Model,Automatic,Petrol,2018,5962876.776,0," 6,500,000 "," 5,980,000 "
622,Suzuki,Other Model,Automatic,Petrol,2019,6380278.15,0," 6,700,000 "," 6,164,000 "
623,Suzuki,Other Model,Automatic,Petrol,2020,6890700.402,0," 6,900,000 "," 6,348,000 "
624,Suzuki,Other Model,Automatic,Petrol,2021,7441956.434,0," 7,100,000 "," 6,532,000 "
625,Suzuki,Other Model,Automatic,Petrol,2022,8037312.949,0," 7,300,000 "," 6,716,000 "
626,Suzuki,Other Model,Automatic,Petrol,2023,7500000,1," 7,500,000 "," 6,825,000 "
627,Suzuki,Other Model,Automatic,Petrol,2024,8000000,1," 8,000,000 "," 7,280,000 "
628,Suzuki,Other Model,Manual,Petrol,1999,2250000,1," 2,250,000 "," 2,137,500 "
629,Suzuki,Other Model,Automatic,Hybrid,2025,8400000,1," 8,400,000 "," 7,644,000 "
630,Suzuki,Spacia,Automatic,Petrol,2015,6800000,1," 6,760,000 "," 6,219,200 "
631,Suzuki,Spacia,Automatic,Petrol,2016,7276000,0," 6,760,000 "," 6,219,200 "
632,Suzuki,Spacia,Automatic,Petrol,2017,6750000,4," 6,760,000 "," 6,219,200 "
633,Suzuki,Spacia,Automatic,Petrol,2018,7222500,0," 7,468,571 "," 6,871,086 "
634,Suzuki,Spacia,Automatic,Petrol,2019,7728075,0," 8,177,143 "," 7,441,200 "
635,Suzuki,Spacia,Automatic,Petrol,2020,8346321,0," 8,885,714 "," 8,086,000 "
636,Suzuki,Spacia,Automatic,Petrol,2021,9014026.68,0," 9,594,286 "," 8,730,800 "
637,Suzuki,Spacia,Automatic,Petrol,2022,9735148.814,0," 10,302,857 "," 9,272,571 "
638,Suzuki,Spacia,Automatic,Petrol,2023,10513960.72,0," 11,011,429 "," 9,910,286 "
639,Suzuki,Spacia,Automatic,Petrol,2024,11850000,1," 11,720,000 "," 10,548,000 "
640,Suzuki,Spacia,Automatic,Petrol,2025,11590000,1," 11,720,000 "," 10,548,000 "
641,Suzuki,Spacia,Automatic,Hybrid,2017,6090000,1," 6,090,000 "," 5,602,800 "
642,Suzuki,Spacia,Automatic,Hybrid,2018,7612500,2," 7,612,500 "," 6,927,375 "
643,Suzuki,Spacia,Automatic,Hybrid,2019,8145375,0," 7,930,000 "," 7,216,300 "
644,Suzuki,Spacia,Automatic,Hybrid,2020,8797005,0," 8,247,500 "," 7,505,225 "
645,Suzuki,Spacia,Automatic,Hybrid,2021,9500765.4,0," 8,565,000 "," 7,794,150 "
646,Suzuki,Spacia,Automatic,Hybrid,2022,10260826.63,0," 8,882,500 "," 8,083,075 "
647,Suzuki,Spacia,Automatic,Hybrid,2023,9200000,9," 9,200,000 "," 8,372,000 "
648,Suzuki,Spacia,Automatic,Hybrid,2024,10550000,7," 10,550,000 "," 9,495,000 "
649,Suzuki,Spacia,Automatic,Hybrid,2025,10850000,4," 10,850,000 "," 9,765,000 "
650,Suzuki,Swift,Manual,Petrol,1999,800000,1," 800,000 "," 760,000 "
651,Suzuki,Swift,Automatic,Petrol,2002,4200000,1," 4,092,500 "," 3,846,950 "
652,Suzuki,Swift,Automatic,Petrol,2003,3985000,1," 4,092,500 "," 3,846,950 "
653,Suzuki,Swift,Automatic,Petrol,2004,4387500,2," 4,387,500 "," 4,124,250 "
654,Suzuki,Swift,Automatic,Petrol,2005,4563000,0," 4,716,667 "," 4,433,667 "
655,Suzuki,Swift,Automatic,Petrol,2006,4745520,0," 5,045,833 "," 4,642,167 "
656,Suzuki,Swift,Automatic,Petrol,2007,5375000,2," 5,375,000 "," 4,945,000 "
657,Suzuki,Swift,Automatic,Petrol,2008,5590000,1," 5,578,000 "," 5,131,760 "
658,Suzuki,Swift,Automatic,Petrol,2009,5600000,3," 5,578,000 "," 5,131,760 "
659,Suzuki,Swift,Automatic,Petrol,2010,5500000,1," 5,578,000 "," 5,131,760 "
660,Suzuki,Swift,Automatic,Petrol,2011,6925000,1," 6,925,000 "," 6,371,000 "
661,Suzuki,Swift,Automatic,Petrol,2012,7340500,0," 7,223,958 "," 6,646,042 "
662,Suzuki,Swift,Automatic,Petrol,2013,7780930,0," 7,522,917 "," 6,845,854 "
663,Suzuki,Swift,Automatic,Petrol,2014,8247785.8,0," 7,821,875 "," 7,117,906 "
664,Suzuki,Swift,Automatic,Petrol,2015,8825130.806,0," 8,120,833 "," 7,389,958 "
665,Suzuki,Swift,Automatic,Petrol,2016,9442889.962,0," 8,419,792 "," 7,662,010 "
666,Suzuki,Swift,Automatic,Petrol,2017,8750000,7," 8,718,750 "," 7,934,063 "
667,Suzuki,Swift,Automatic,Petrol,2018,8500000,1," 8,718,750 "," 7,934,063 "
668,Suzuki,Swift,Automatic,Petrol,2019,9725000,2," 9,725,000 "," 8,849,750 "
669,Suzuki,Swift,Automatic,Petrol,2020,10503000,0," 10,680,000 "," 9,612,000 "
670,Suzuki,Swift,Automatic,Petrol,2021,11343240,0," 11,635,000 "," 10,471,500 "
671,Suzuki,Swift,Automatic,Petrol,2022,12250699.2,0," 12,590,000 "," 11,331,000 "
672,Suzuki,Swift,Automatic,Petrol,2023,13230755.14,0," 13,545,000 "," 12,190,500 "
673,Suzuki,Swift,Automatic,Petrol,2024,14500000,1," 14,500,000 "," 13,050,000 "
674,Suzuki,Swift,Automatic,Hybrid,2017,8800000,1," 8,800,000 "," 8,008,000 "
675,Suzuki,Swift,Automatic,Hybrid,2018,9416000,0," 9,175,500 "," 8,349,705 "
676,Suzuki,Swift,Automatic,Hybrid,2019,10075120,0," 9,551,000 "," 8,691,410 "
677,Suzuki,Swift,Automatic,Hybrid,2020,10881129.6,0," 9,926,500 "," 9,033,115 "
678,Suzuki,Swift,Automatic,Hybrid,2021,11751619.97,0," 10,302,000 "," 9,271,800 "
679,Suzuki,Swift,Automatic,Hybrid,2022,12691749.57,0," 10,677,500 "," 9,609,750 "
680,Suzuki,Swift,Automatic,Hybrid,2023,11053000,3," 11,053,000 "," 9,947,700 "
681,Suzuki,Swift,Automatic,Hybrid,2024,12500000,5," 12,500,000 "," 11,250,000 "
682,Suzuki,Swift,Automatic,Hybrid,2025,13500000,1," 13,500,000 "," 12,150,000 "
683,Suzuki,Swift,Tiptronic,Petrol,2017,8975000,2," 8,975,000 "," 8,167,250 "
684,Suzuki,Wagon R,Manual,Petrol,2004,3095000,1," 3,095,000 "," 2,909,300 "
685,Suzuki,Wagon R,Automatic,Hybrid,2016,6700000,1," 6,700,000 "," 6,164,000 "
686,Suzuki,Wagon R,Automatic,Hybrid,2017,7169000,0," 7,130,208 "," 6,559,792 "
687,Suzuki,Wagon R,Automatic,Hybrid,2018,7670830,0," 7,560,417 "," 6,879,979 "
688,Suzuki,Wagon R,Automatic,Hybrid,2019,8207788.1,0," 7,990,625 "," 7,271,469 "
689,Suzuki,Wagon R,Automatic,Hybrid,2020,8864411.148,0," 8,420,833 "," 7,662,958 "
690,Suzuki,Wagon R,Automatic,Hybrid,2021,9573564.04,0," 8,851,042 "," 8,054,448 "
691,Suzuki,Wagon R,Automatic,Hybrid,2022,9350000,1," 9,281,250 "," 8,445,938 "
692,Suzuki,Wagon R,Automatic,Hybrid,2023,9275000,11," 9,281,250 "," 8,445,938 "
693,Suzuki,Wagon R,Automatic,Hybrid,2024,9350000,7," 9,350,000 "," 8,508,500 "
694,Suzuki,Wagon R,Automatic,Hybrid,2025,10100000,1," 10,100,000 "," 9,090,000 "
695,Suzuki,Wagon R,Automatic,Petrol,2017,6912500,2," 6,912,500 "," 6,359,500 "
696,Suzuki,Wagon R,Automatic,Petrol,2018,7050000,2," 7,050,000 "," 6,486,000 "
697,Suzuki,Wagon R,Automatic,Petrol,2019,7200000,1," 7,200,000 "," 6,624,000 "
698,Suzuki,Wagon R,Automatic,Petrol,2020,7776000,0," 7,218,750 "," 6,641,250 "
699,Suzuki,Wagon R,Automatic,Petrol,2021,8398080,0," 7,237,500 "," 6,658,500 "
700,Suzuki,Wagon R,Automatic,Petrol,2022,9069926.4,0," 7,256,250 "," 6,675,750 "
701,Suzuki,Wagon R,Automatic,Petrol,2023,7275000,9," 7,275,000 "," 6,693,000 "
702,Suzuki,Wagon R,Automatic,Petrol,2024,9762500,4," 9,762,500 "," 8,883,875 "
703,Suzuki,Wagon R,Tiptronic,Petrol,2019,5350000,1," 5,350,000 "," 4,922,000 "
704,Suzuki,Wagon R FX,Automatic,Hybrid,2017,6200000,1," 6,200,000 "," 5,704,000 "
705,Suzuki,Wagon R FX,Automatic,Hybrid,2018,6634000,0," 6,541,667 "," 6,018,333 "
706,Suzuki,Wagon R FX,Automatic,Hybrid,2019,7098380,0," 6,883,333 "," 6,332,667 "
707,Suzuki,Wagon R FX,Automatic,Hybrid,2020,7666250.4,0," 7,225,000 "," 6,647,000 "
708,Suzuki,Wagon R FX,Automatic,Hybrid,2021,8279550.432,0," 7,566,667 "," 6,885,667 "
709,Suzuki,Wagon R FX,Automatic,Hybrid,2022,8941914.467,0," 7,908,333 "," 7,196,583 "
710,Suzuki,Wagon R FX,Automatic,Hybrid,2023,8250000,4," 8,250,000 "," 7,507,500 "
711,Suzuki,Wagon R FX,Automatic,Hybrid,2024,8342500,6," 8,342,500 "," 7,591,675 "
712,Suzuki,Wagon R FX,Automatic,Petrol,2018,6000000,1," 6,000,000 "," 5,520,000 "
713,Suzuki,Wagon R FX,Automatic,Petrol,2019,6420000,0," 6,739,286 "," 6,200,143 "
714,Suzuki,Wagon R FX,Automatic,Petrol,2020,7850000,1," 7,478,571 "," 6,880,286 "
715,Suzuki,Wagon R FX,Automatic,Petrol,2021,8478000,0," 7,478,571 "," 6,880,286 "
716,Suzuki,Wagon R FX,Automatic,Petrol,2022,9156240,0," 7,478,571 "," 6,880,286 "
717,Suzuki,Wagon R FX,Automatic,Petrol,2023,7450000,13," 7,478,571 "," 6,880,286 "
718,Suzuki,Wagon R FX,Automatic,Petrol,2024,7850000,5," 7,850,000 "," 7,143,500 "
719,Suzuki,Wagon R FZ,Automatic,Petrol,2014,5992500,2," 5,992,500 "," 5,513,100 "
720,Suzuki,Wagon R FZ,Automatic,Petrol,2015,6411975,0," 5,996,250 "," 5,516,550 "
721,Suzuki,Wagon R FZ,Automatic,Petrol,2016,6000000,1," 6,000,000 "," 5,520,000 "
722,Suzuki,Wagon R FZ,Automatic,Petrol,2017,6420000,0," 6,325,000 "," 5,819,000 "
723,Suzuki,Wagon R FZ,Automatic,Petrol,2018,6650000,1," 6,650,000 "," 6,118,000 "
724,Suzuki,Wagon R FZ,Automatic,Petrol,2019,7115500,0," 6,990,000 "," 6,430,800 "
725,Suzuki,Wagon R FZ,Automatic,Petrol,2020,7684740,0," 7,330,000 "," 6,743,600 "
726,Suzuki,Wagon R FZ,Automatic,Petrol,2021,8299519.2,0," 7,670,000 "," 6,979,700 "
727,Suzuki,Wagon R FZ,Automatic,Petrol,2022,8963480.736,0," 8,010,000 "," 7,289,100 "
728,Suzuki,Wagon R FZ,Automatic,Petrol,2023,8350000,1," 8,350,000 "," 7,598,500 "
729,Suzuki,Wagon R FZ,Automatic,Petrol,2024,8950000,1," 8,950,000 "," 8,144,500 "
730,Suzuki,Wagon R FZ,Automatic,Hybrid,2017,6792499,6," 6,792,499 "," 6,249,099 "
731,Suzuki,Wagon R FZ,Automatic,Hybrid,2018,7037500,4," 7,037,500 "," 6,474,500 "
732,Suzuki,Wagon R Stingray,Automatic,Hybrid,2014,5700000,3," 5,700,000 "," 5,244,000 "
733,Suzuki,Wagon R Stingray,Automatic,Hybrid,2015,5857500,2," 5,857,500 "," 5,388,900 "
734,Suzuki,Wagon R Stingray,Automatic,Hybrid,2016,6267525,0," 6,523,751 "," 6,001,851 "
735,Suzuki,Wagon R Stingray,Automatic,Hybrid,2017,7190001.5,4," 7,190,002 "," 6,614,801 "
736,Suzuki,Wagon R Stingray,Automatic,Hybrid,2018,7490000,3," 7,490,000 "," 6,890,800 "
737,Suzuki,Wagon R Stingray,Automatic,Hybrid,2019,8014300,0," 7,750,000 "," 7,052,500 "
738,Suzuki,Wagon R Stingray,Automatic,Hybrid,2020,8655444,0," 8,010,000 "," 7,289,100 "
739,Suzuki,Wagon R Stingray,Automatic,Hybrid,2021,9347879.52,0," 8,270,000 "," 7,525,700 "
740,Suzuki,Wagon R Stingray,Automatic,Hybrid,2022,10095709.88,0," 8,530,000 "," 7,762,300 "
741,Suzuki,Wagon R Stingray,Automatic,Hybrid,2023,10903366.67,0," 8,790,000 "," 7,998,900 "
742,Suzuki,Wagon R Stingray,Automatic,Hybrid,2024,9050000,2," 9,050,000 "," 8,235,500 "
743,Suzuki,Wagon R Stingray,Automatic,Petrol,2014,5990000,1," 5,990,000 "," 5,510,800 "
744,Suzuki,Wagon R Stingray,Automatic,Petrol,2015,6500000,1," 6,116,667 "," 5,627,333 "
745,Suzuki,Wagon R Stingray,Automatic,Petrol,2016,5925000,2," 6,116,667 "," 5,627,333 "
746,Suzuki,Wagon R Stingray,Automatic,Petrol,2017,6339750,0," 6,633,333 "," 6,102,667 "
747,Suzuki,Wagon R Stingray,Automatic,Petrol,2018,7150000,1," 7,150,000 "," 6,578,000 "
748,Suzuki,XBee,Automatic,Hybrid,2018,8762500,2," 8,762,500 "," 7,973,875 "
749,Suzuki,XBee,Automatic,Hybrid,2019,9375875,0," 9,110,000 "," 8,290,100 "
750,Suzuki,XBee,Automatic,Hybrid,2020,10125945,0," 9,457,500 "," 8,606,325 "
751,Suzuki,XBee,Automatic,Hybrid,2021,10936020.6,0," 9,805,000 "," 8,922,550 "
752,Suzuki,XBee,Automatic,Hybrid,2022,11810902.25,0," 10,152,500 "," 9,137,250 "
753,Suzuki,XBee,Automatic,Hybrid,2023,10500000,4," 10,500,000 "," 9,450,000 "
754,Suzuki,XBee,Automatic,Hybrid,2024,12000000,2," 12,000,000 "," 10,800,000 "
755,Suzuki,XBee,Automatic,Petrol,2018,8975000,2," 8,975,000 "," 8,167,250 "
756,Suzuki,XBee,Automatic,Petrol,2019,9603250,0," 9,603,250 "," 8,738,958 "
757,Suzuki,XBee,Automatic,Petrol,2020,10371510,0," 10,371,510 "," 9,334,359 "
758,Suzuki,XBee,Automatic,Petrol,2021,11201230.8,0," 11,201,231 "," 10,081,108 "
759,Suzuki,XBee,Automatic,Petrol,2022,12097329.26,0," 12,097,329 "," 10,887,596 "
760,Suzuki,XBee,Automatic,Petrol,2023,12500000,1," 12,500,000 "," 11,250,000 "
761,Toyota,Allion,Automatic,Petrol,2002,7300000,2," 7,300,000 "," 6,716,000 "
762,Toyota,Allion,Automatic,Petrol,2003,7500000,3," 7,368,000 "," 6,778,560 "
763,Toyota,Allion,Automatic,Petrol,2004,7170000,2," 7,368,000 "," 6,778,560 "
764,Toyota,Allion,Automatic,Petrol,2005,7528500,0," 7,806,500 "," 7,103,915 "
765,Toyota,Allion,Automatic,Petrol,2006,8245000,2," 8,245,000 "," 7,502,950 "
766,Toyota,Allion,Automatic,Petrol,2007,8675000,4," 8,675,000 "," 7,894,250 "
767,Toyota,Allion,Automatic,Petrol,2008,9108750,0," 9,275,000 "," 8,440,250 "
768,Toyota,Allion,Automatic,Petrol,2009,9875000,1," 9,875,000 "," 8,986,250 "
769,Toyota,Allion,Automatic,Petrol,2010,10075000,2," 10,050,000 "," 9,045,000 "
770,Toyota,Allion,Automatic,Petrol,2011,10025000,2," 10,050,000 "," 9,045,000 "
771,Toyota,Allion,Automatic,Petrol,2012,10375000,1," 10,375,000 "," 9,337,500 "
772,Toyota,Allion,Automatic,Petrol,2013,12095000,4," 12,095,000 "," 10,885,500 "
773,Toyota,Allion,Automatic,Petrol,2014,12941650,0," 13,496,667 "," 12,147,000 "
774,Toyota,Allion,Automatic,Petrol,2015,13976982,0," 14,898,333 "," 13,408,500 "
775,Toyota,Allion,Automatic,Petrol,2016,16350000,2," 16,300,000 "," 14,344,000 "
776,Toyota,Allion,Automatic,Petrol,2017,17658000,0," 16,300,000 "," 14,344,000 "
777,Toyota,Allion,Automatic,Petrol,2018,16275000,4," 16,300,000 "," 14,344,000 "
778,Toyota,Allion,Automatic,Diesel,2016,14750000,1," 14,750,000 "," 13,275,000 "
779,Toyota,Aqua,Automatic,Hybrid,2011,8500000,1," 7,860,000 "," 7,152,600 "
780,Toyota,Aqua,Automatic,Hybrid,2012,7700000,4," 7,860,000 "," 7,152,600 "
781,Toyota,Aqua,Automatic,Hybrid,2013,7890001,15," 7,890,001 "," 7,179,901 "
782,Toyota,Aqua,Automatic,Hybrid,2014,8490000,7," 8,490,000 "," 7,725,900 "
783,Toyota,Aqua,Automatic,Hybrid,2015,9450000,9," 9,450,000 "," 8,599,500 "
784,Toyota,Aqua,Automatic,Hybrid,2016,9587500,2," 9,587,500 "," 8,724,625 "
785,Toyota,Aqua,Automatic,Hybrid,2017,10258625,0," 10,245,313 "," 9,220,781 "
786,Toyota,Aqua,Automatic,Hybrid,2018,11079315,0," 10,903,125 "," 9,812,813 "
787,Toyota,Aqua,Automatic,Hybrid,2019,11965660.2,0," 11,560,938 "," 10,404,844 "
788,Toyota,Aqua,Automatic,Hybrid,2020,12922913.02,0," 12,218,750 "," 10,996,875 "
789,Toyota,Aqua,Automatic,Hybrid,2021,13956746.06,0," 12,876,563 "," 11,588,906 "
790,Toyota,Aqua,Automatic,Hybrid,2022,15073285.74,0," 13,534,375 "," 12,180,938 "
791,Toyota,Aqua,Automatic,Hybrid,2023,16279148.6,0," 14,192,188 "," 12,772,969 "
792,Toyota,Aqua,Automatic,Hybrid,2024,14850000,4," 14,850,000 "," 13,365,000 "
793,Toyota,Aqua,Automatic,Petrol,2012,7275000,2," 7,275,000 "," 6,693,000 "
794,Toyota,Aqua,Automatic,Petrol,2013,7950000,2," 7,950,000 "," 7,234,500 "
795,Toyota,Aqua,Automatic,Petrol,2014,8075000,8," 8,075,000 "," 7,348,250 "
796,Toyota,Aqua,Automatic,Petrol,2015,9337500,2," 9,337,500 "," 8,497,125 "
797,Toyota,Aqua,Automatic,Petrol,2016,9991125,0," 9,991,125 "," 9,091,924 "
