,Brand,Model,Transmission,Fuel type,Year of Manufacture,median_price,count, adjusted_median_price , final_price 
798,Toyota,Aqua,Automatic,Petrol,2017,11500000,1," 11,500,000 "," 10,350,000 "
799,Toyota,Axio,Automatic,Petrol,2007,7300000,7," 7,300,000 "," 6,716,000 "
800,Toyota,Axio,Automatic,Petrol,2008,7650000,3," 7,650,000 "," 6,961,500 "
801,Toyota,Axio,Automatic,Petrol,2009,8450000,1," 8,230,000 "," 7,489,300 "
802,Toyota,Axio,Automatic,Petrol,2010,8120000,2," 8,230,000 "," 7,489,300 "
803,Toyota,Axio,Automatic,Petrol,2011,8607200,0," 8,365,000 "," 7,612,150 "
804,Toyota,Axio,Automatic,Petrol,2012,8500000,1," 8,500,000 "," 7,735,000 "
805,Toyota,Axio,Automatic,Petrol,2013,9800000,1," 9,800,000 "," 8,918,000 "
806,Toyota,Axio,Automatic,Petrol,2014,12000000,1," 11,233,333 "," 10,110,000 "
807,Toyota,Axio,Automatic,Petrol,2015,10850000,2," 11,233,333 "," 10,110,000 "
808,Toyota,Axio,Automatic,Petrol,2016,12500000,2," 12,333,333 "," 11,100,000 "
809,Toyota,Axio,Automatic,Petrol,2017,12000000,1," 12,333,333 "," 11,100,000 "
810,Toyota,Axio,Automatic,Petrol,2018,12960000,0," 12,816,667 "," 11,535,000 "
811,Toyota,Axio,Automatic,Petrol,2019,13300000,2," 13,300,000 "," 11,970,000 "
812,Toyota,Axio,Automatic,Hybrid,2012,9890000,1," 9,496,667 "," 8,641,967 "
813,Toyota,Axio,Automatic,Hybrid,2013,9300000,2," 9,496,667 "," 8,641,967 "
814,Toyota,Axio,Automatic,Hybrid,2014,9700000,7," 9,700,000 "," 8,827,000 "
815,Toyota,Axio,Automatic,Hybrid,2015,11200000,11," 11,200,000 "," 10,080,000 "
816,Toyota,Axio,Automatic,Hybrid,2016,12045000,6," 12,045,000 "," 10,840,500 "
817,Toyota,Axio,Automatic,Hybrid,2017,13745000,10," 13,736,667 "," 12,363,000 "
818,Toyota,Axio,Automatic,Hybrid,2018,13695000,2," 13,736,667 "," 12,363,000 "
819,Toyota,Axio,Automatic,Hybrid,2019,15875000,1," 15,875,000 "," 13,970,000 "
820,Toyota,Axio,Automatic,Hybrid,2020,17145000,0," 15,953,750 "," 14,039,300 "
821,Toyota,Axio,Automatic,Hybrid,2021,18516600,0," 16,032,500 "," 14,108,600 "
822,Toyota,Axio,Automatic,Hybrid,2022,19997928,0," 16,111,250 "," 14,177,900 "
823,Toyota,Axio,Automatic,Hybrid,2023,16190000,1," 16,190,000 "," 14,247,200 "
824,Toyota,Axio,Automatic,Hybrid,2024,16190000,1," 16,190,000 "," 14,247,200 "
825,Toyota,CHR,Automatic,Petrol,2016,13399999,1," 13,399,999 "," 12,059,999 "
826,Toyota,CHR,Automatic,Petrol,2017,14400000,11," 14,400,000 "," 12,960,000 "
827,Toyota,CHR,Automatic,Petrol,2018,15497500,20," 15,497,500 "," 13,637,800 "
828,Toyota,CHR,Automatic,Petrol,2019,16200000,4," 15,760,000 "," 13,868,800 "
829,Toyota,CHR,Automatic,Petrol,2020,14000000,1," 15,760,000 "," 13,868,800 "
830,Toyota,CHR,Automatic,Petrol,2021,15120000,0," 16,423,333 "," 14,452,533 "
831,Toyota,CHR,Automatic,Petrol,2022,16329600,0," 17,086,667 "," 15,036,267 "
832,Toyota,CHR,Automatic,Petrol,2023,17750000,6," 17,750,000 "," 15,620,000 "
833,Toyota,CHR,Automatic,Hybrid,2017,16800000,1," 16,250,000 "," 14,300,000 "
834,Toyota,CHR,Automatic,Hybrid,2018,18144000,0," 16,250,000 "," 14,300,000 "
835,Toyota,CHR,Automatic,Hybrid,2019,19595520,0," 16,250,000 "," 14,300,000 "
836,Toyota,CHR,Automatic,Hybrid,2020,21163161.6,0," 16,250,000 "," 14,300,000 "
837,Toyota,CHR,Automatic,Hybrid,2021,22856214.53,0," 16,250,000 "," 14,300,000 "
838,Toyota,CHR,Automatic,Hybrid,2022,15700000,1," 16,250,000 "," 14,300,000 "
839,Toyota,CHR,Tiptronic,Petrol,2017,13325000,2," 13,325,000 "," 11,992,500 "
840,Toyota,CHR,Tiptronic,Petrol,2018,14391000,0," 15,112,500 "," 13,299,000 "
841,Toyota,CHR,Tiptronic,Petrol,2019,16900000,1," 16,900,000 "," 14,872,000 "
842,Toyota,CHR,Tiptronic,Petrol,2020,18252000,0," 17,887,500 "," 15,741,000 "
843,Toyota,CHR,Tiptronic,Petrol,2021,19712160,0," 18,875,000 "," 16,610,000 "
844,Toyota,CHR,Tiptronic,Petrol,2022,21289132.8,0," 19,862,500 "," 17,479,000 "
845,Toyota,CHR,Tiptronic,Petrol,2023,20850000,1," 20,850,000 "," 18,348,000 "
846,Toyota,CHR,Manual,Petrol,2020,16500000,1," 16,500,000 "," 14,520,000 "
847,Toyota,Corolla,Manual,Petrol,1995,1400000,1," 1,400,000 "," 1,330,000 "
848,Toyota,Corolla,Manual,Petrol,1996,1442000,0," 1,512,500 "," 1,436,875 "
849,Toyota,Corolla,Manual,Petrol,1997,2600000,1," 1,625,000 "," 1,543,750 "
850,Toyota,Corolla,Manual,Petrol,1998,2678000,0," 1,625,000 "," 1,543,750 "
851,Toyota,Corolla,Manual,Petrol,1999,650000,1," 1,625,000 "," 1,543,750 "
852,Toyota,Corolla,Manual,Petrol,2000,2800000,1," 2,800,000 "," 2,660,000 "
853,Toyota,Corolla,Manual,Petrol,2001,2884000,0," 3,691,667 "," 3,470,167 "
854,Toyota,Corolla,Manual,Petrol,2002,2970520,0," 4,583,333 "," 4,308,333 "
855,Toyota,Corolla,Manual,Petrol,2003,3059635.6,0," 5,475,000 "," 5,037,000 "
856,Toyota,Corolla,Manual,Petrol,2004,6850000,2," 6,366,667 "," 5,857,333 "
857,Toyota,Corolla,Manual,Petrol,2005,7192500,0," 6,366,667 "," 5,857,333 "
858,Toyota,Corolla,Manual,Petrol,2006,7552125,0," 6,366,667 "," 5,857,333 "
859,Toyota,Corolla,Manual,Petrol,2007,5400000,1," 6,366,667 "," 5,857,333 "
860,Toyota,Corolla,Manual,Petrol,2008,5670000,0," 8,050,980 "," 7,326,392 "
861,Toyota,Corolla,Manual,Petrol,2009,5953500,0," 9,735,294 "," 8,859,118 "
862,Toyota,Corolla,Manual,Petrol,2010,6310710,0," 11,419,608 "," 10,277,647 "
863,Toyota,Corolla,Manual,Petrol,2011,6689352.6,0," 13,103,922 "," 11,793,529 "
864,Toyota,Corolla,Manual,Petrol,2012,7090713.756,0," 14,788,235 "," 13,309,412 "
865,Toyota,Corolla,Manual,Petrol,2013,7516156.581,0," 16,472,549 "," 14,495,843 "
866,Toyota,Corolla,Manual,Petrol,2014,7967125.976,0," 18,156,863 "," 15,978,039 "
867,Toyota,Corolla,Manual,Petrol,2015,8524824.795,0," 19,841,176 "," 17,460,235 "
868,Toyota,Corolla,Manual,Petrol,2016,9121562.53,0," 21,525,490 "," 18,942,431 "
869,Toyota,Corolla,Manual,Petrol,2017,9760071.907,0," 23,209,804 "," 20,424,627 "
870,Toyota,Corolla,Manual,Petrol,2018,10443276.94,0," 24,894,118 "," 21,906,824 "
871,Toyota,Corolla,Manual,Petrol,2019,11278739.1,0," 26,578,431 "," 23,389,020 "
872,Toyota,Corolla,Manual,Petrol,2020,12181038.22,0," 28,262,745 "," 24,871,216 "
873,Toyota,Corolla,Manual,Petrol,2021,13155521.28,0," 29,947,059 "," 26,353,412 "
874,Toyota,Corolla,Manual,Petrol,2022,14207962.98,0," 31,631,373 "," 27,835,608 "
875,Toyota,Corolla,Manual,Petrol,2023,15344600.02,0," 33,315,686 "," 29,317,804 "
876,Toyota,Corolla,Manual,Petrol,2024,35000000,1," 35,000,000 "," 30,800,000 "
877,Toyota,Corolla,Automatic,Petrol,1996,2800000,1," 2,800,000 "," 2,660,000 "
878,Toyota,Corolla,Automatic,Petrol,1997,2884000,0," 3,537,500 "," 3,325,250 "
879,Toyota,Corolla,Automatic,Petrol,1998,4275000,1," 4,275,000 "," 4,018,500 "
880,Toyota,Corolla,Automatic,Petrol,1999,4290000,1," 4,290,000 "," 4,032,600 "
881,Toyota,Corolla,Automatic,Petrol,2000,6000000,1," 5,945,000 "," 5,469,400 "
882,Toyota,Corolla,Automatic,Petrol,2001,6240000,0," 5,945,000 "," 5,469,400 "
883,Toyota,Corolla,Automatic,Petrol,2002,5890000,1," 5,945,000 "," 5,469,400 "
884,Toyota,Corolla,Automatic,Petrol,2003,6600000,1," 6,258,333 "," 5,757,667 "
885,Toyota,Corolla,Automatic,Petrol,2004,6025000,1," 6,258,333 "," 5,757,667 "
886,Toyota,Corolla,Automatic,Petrol,2005,6150000,1," 6,258,333 "," 5,757,667 "
887,Toyota,Corolla,Automatic,Petrol,2006,6457500,0," 6,529,167 "," 6,006,833 "
888,Toyota,Corolla,Automatic,Petrol,2007,6800000,3," 6,800,000 "," 6,256,000 "
889,Toyota,Corolla,Automatic,Petrol,2008,7595000,2," 7,595,000 "," 6,911,450 "
890,Toyota,Corolla,Automatic,Petrol,2009,7990000,1," 7,990,000 "," 7,270,900 "
891,Toyota,Corolla,Automatic,Petrol,2010,8469400,0," 8,126,250 "," 7,394,888 "
892,Toyota,Corolla,Automatic,Petrol,2011,8262500,4," 8,262,500 "," 7,518,875 "
893,Toyota,Corolla,Automatic,Petrol,2012,8758250,0," 9,043,750 "," 8,229,813 "
894,Toyota,Corolla,Automatic,Petrol,2013,9283745,0," 9,825,000 "," 8,940,750 "
895,Toyota,Corolla,Automatic,Petrol,2014,9840769.7,0," 10,606,250 "," 9,545,625 "
896,Toyota,Corolla,Automatic,Petrol,2015,10529623.58,0," 11,387,500 "," 10,248,750 "
897,Toyota,Corolla,Automatic,Petrol,2016,11371993.47,0," 12,168,750 "," 10,951,875 "
898,Toyota,Corolla,Automatic,Petrol,2017,12950000,1," 12,950,000 "," 11,655,000 "
899,Toyota,Corolla,Automatic,Petrol,2018,15800000,1," 15,725,000 "," 13,838,000 "
900,Toyota,Corolla,Automatic,Petrol,2019,15650000,1," 15,725,000 "," 13,838,000 "
901,Toyota,Corolla,Automatic,Petrol,2020,16902000,0," 16,793,750 "," 14,778,500 "
902,Toyota,Corolla,Automatic,Petrol,2021,18254160,0," 17,862,500 "," 15,719,000 "
903,Toyota,Corolla,Automatic,Petrol,2022,19714492.8,0," 18,931,250 "," 16,659,500 "
904,Toyota,Corolla,Automatic,Petrol,2023,20000000,1," 20,000,000 "," 17,600,000 "
905,Toyota,Corolla,Manual,Diesel,1996,2250000,1," 2,250,000 "," 2,137,500 "
906,Toyota,Corolla,Manual,Diesel,1997,2750000,2," 2,750,000 "," 2,612,500 "
907,Toyota,Corolla,Manual,Diesel,1998,2800000,1," 2,800,000 "," 2,660,000 "
908,Toyota,Corolla,Manual,Diesel,1999,3000000,2," 3,000,000 "," 2,820,000 "
909,Toyota,Corolla,Automatic,Diesel,1997,3100000,3," 3,037,500 "," 2,855,250 "
910,Toyota,Corolla,Automatic,Diesel,1998,3193000,0," 3,037,500 "," 2,855,250 "
911,Toyota,Corolla,Automatic,Diesel,1999,3288790,0," 3,037,500 "," 2,855,250 "
912,Toyota,Corolla,Automatic,Diesel,2000,2850000,1," 3,037,500 "," 2,855,250 "
913,Toyota,Corolla,Automatic,Hybrid,2023,28990000,1," 27,580,000 "," 24,270,400 "
914,Toyota,Corolla,Automatic,Hybrid,2024,26950000,1," 27,580,000 "," 24,270,400 "
915,Toyota,Corolla,Automatic,Hybrid,2025,26800000,1," 27,580,000 "," 24,270,400 "
916,Toyota,Harrier,Tiptronic,Petrol,2007,9600000,1," 9,600,000 "," 8,736,000 "
917,Toyota,Harrier,Tiptronic,Petrol,2008,9800000,1," 9,800,000 "," 8,918,000 "
918,Toyota,Harrier,Tiptronic,Petrol,2009,10290000,0," 10,290,000 "," 9,261,000 "
919,Toyota,Harrier,Tiptronic,Petrol,2010,11010300,0," 11,010,300 "," 9,909,270 "
920,Toyota,Harrier,Tiptronic,Petrol,2011,11781021,0," 11,781,021 "," 10,602,919 "
921,Toyota,Harrier,Tiptronic,Petrol,2012,12605692.47,0," 12,605,692 "," 11,345,123 "
922,Toyota,Harrier,Tiptronic,Petrol,2013,13488090.94,0," 13,488,091 "," 12,139,282 "
923,Toyota,Harrier,Tiptronic,Petrol,2014,14432257.31,0," 14,432,257 "," 12,989,032 "
924,Toyota,Harrier,Tiptronic,Petrol,2015,15586837.89,0," 15,586,838 "," 13,716,417 "
925,Toyota,Harrier,Tiptronic,Petrol,2016,16833784.93,0," 16,833,785 "," 14,813,731 "
926,Toyota,Harrier,Tiptronic,Petrol,2017,26700000,1," 26,700,000 "," 23,496,000 "
927,Toyota,Harrier,Automatic,Hybrid,2008,9775000,1," 9,775,000 "," 8,895,250 "
928,Toyota,Harrier,Automatic,Hybrid,2009,10263750,0," 10,263,750 "," 9,237,375 "
929,Toyota,Harrier,Automatic,Hybrid,2010,10982212.5,0," 10,982,213 "," 9,883,991 "
930,Toyota,Harrier,Automatic,Hybrid,2011,11750967.38,0," 11,750,967 "," 10,575,871 "
931,Toyota,Harrier,Automatic,Hybrid,2012,12573535.09,0," 12,573,535 "," 11,316,182 "
932,Toyota,Harrier,Automatic,Hybrid,2013,13453682.55,0," 13,453,683 "," 12,108,314 "
933,Toyota,Harrier,Automatic,Hybrid,2014,21750000,2," 21,750,000 "," 19,140,000 "
934,Toyota,Harrier,Automatic,Hybrid,2015,21990000,3," 21,990,000 "," 19,351,200 "
935,Toyota,Harrier,Automatic,Hybrid,2016,23749200,0," 23,749,200 "," 20,899,296 "
936,Toyota,Harrier,Automatic,Hybrid,2017,25649136,0," 25,649,136 "," 22,571,240 "
937,Toyota,Harrier,Automatic,Hybrid,2018,27701066.88,0," 27,701,067 "," 24,376,939 "
938,Toyota,Harrier,Automatic,Hybrid,2019,29917152.23,0," 29,917,152 "," 26,327,094 "
939,Toyota,Harrier,Automatic,Hybrid,2020,32310524.41,0," 32,310,524 "," 28,433,261 "
940,Toyota,Harrier,Automatic,Hybrid,2021,34895366.36,0," 34,895,366 "," 30,707,922 "
941,Toyota,Harrier,Automatic,Hybrid,2022,37686995.67,0," 37,686,996 "," 33,164,556 "
942,Toyota,Harrier,Automatic,Hybrid,2023,45000000,1," 45,000,000 "," 39,600,000 "
943,Toyota,Harrier,Automatic,Petrol,2008,11695000,1," 11,695,000 "," 10,525,500 "
944,Toyota,Harrier,Automatic,Petrol,2009,12396700,0," 13,079,167 "," 11,771,250 "
945,Toyota,Harrier,Automatic,Petrol,2010,13264469,0," 14,463,333 "," 13,017,000 "
946,Toyota,Harrier,Automatic,Petrol,2011,14192981.83,0," 15,847,500 "," 13,945,800 "
947,Toyota,Harrier,Automatic,Petrol,2012,15186490.56,0," 17,231,667 "," 15,163,867 "
948,Toyota,Harrier,Automatic,Petrol,2013,16249544.9,0," 18,615,833 "," 16,381,933 "
949,Toyota,Harrier,Automatic,Petrol,2014,20000000,1," 20,000,000 "," 17,600,000 "
950,Toyota,Harrier,Automatic,Petrol,2015,28450000,2," 26,569,444 "," 23,381,111 "
951,Toyota,Harrier,Automatic,Petrol,2016,24500000,1," 26,569,444 "," 23,381,111 "
952,Toyota,Harrier,Automatic,Petrol,2017,26287500,6," 26,569,444 "," 23,381,111 "
953,Toyota,Harrier,Automatic,Petrol,2018,28390500,0," 31,734,722 "," 27,926,556 "
954,Toyota,Harrier,Automatic,Petrol,2019,36900000,1," 36,900,000 "," 32,472,000 "
955,Toyota,Harrier,Automatic,Petrol,2020,39852000,0," 37,840,000 "," 33,299,200 "
956,Toyota,Harrier,Automatic,Petrol,2021,43040160,0," 38,780,000 "," 34,126,400 "
957,Toyota,Harrier,Automatic,Petrol,2022,46483372.8,0," 39,720,000 "," 34,953,600 "
958,Toyota,Harrier,Automatic,Petrol,2023,42500000,3," 40,660,000 "," 35,780,800 "
959,Toyota,Harrier,Automatic,Petrol,2024,37900000,2," 40,660,000 "," 35,780,800 "
960,Toyota,Hilux,Manual,Diesel,1998,6900000,1," 6,900,000 "," 6,348,000 "
961,Toyota,Hilux,Manual,Diesel,1999,7200000,1," 6,996,667 "," 6,436,933 "
962,Toyota,Hilux,Manual,Diesel,2000,7488000,0," 6,996,667 "," 6,436,933 "
963,Toyota,Hilux,Manual,Diesel,2001,7787520,0," 6,996,667 "," 6,436,933 "
964,Toyota,Hilux,Manual,Diesel,2002,10000000,1," 6,996,667 "," 6,436,933 "
965,Toyota,Hilux,Manual,Diesel,2003,10500000,0," 6,996,667 "," 6,436,933 "
966,Toyota,Hilux,Manual,Diesel,2004,3790000,1," 6,996,667 "," 6,436,933 "
967,Toyota,Hilux,Manual,Diesel,2005,3941600,0," 8,429,216 "," 7,670,586 "
968,Toyota,Hilux,Manual,Diesel,2006,10675000,2," 9,861,765 "," 8,974,206 "
969,Toyota,Hilux,Manual,Diesel,2007,11500000,7," 9,861,765 "," 8,974,206 "
970,Toyota,Hilux,Manual,Diesel,2008,12190000,0," 9,861,765 "," 8,974,206 "
971,Toyota,Hilux,Manual,Diesel,2009,7925000,4," 9,861,765 "," 8,974,206 "
972,Toyota,Hilux,Manual,Diesel,2010,8525000,4," 9,861,765 "," 8,974,206 "
973,Toyota,Hilux,Manual,Diesel,2011,14125000,2," 13,175,000 "," 11,857,500 "
974,Toyota,Hilux,Manual,Diesel,2012,15113750,0," 13,175,000 "," 11,857,500 "
975,Toyota,Hilux,Manual,Diesel,2013,16171712.5,0," 13,175,000 "," 11,857,500 "
976,Toyota,Hilux,Manual,Diesel,2014,12225000,2," 13,175,000 "," 11,857,500 "
977,Toyota,Hilux,Manual,Diesel,2015,13203000,0," 13,803,333 "," 12,423,000 "
978,Toyota,Hilux,Manual,Diesel,2016,14259240,0," 14,431,667 "," 12,988,500 "
979,Toyota,Hilux,Manual,Diesel,2017,19000000,1," 15,060,000 "," 13,252,800 "
980,Toyota,Hilux,Manual,Diesel,2018,20520000,0," 15,060,000 "," 13,252,800 "
981,Toyota,Hilux,Manual,Diesel,2019,22161600,0," 15,060,000 "," 13,252,800 "
982,Toyota,Hilux,Manual,Diesel,2020,23934528,0," 15,060,000 "," 13,252,800 "
983,Toyota,Hilux,Manual,Diesel,2021,25849290.24,0," 15,060,000 "," 13,252,800 "
984,Toyota,Hilux,Manual,Diesel,2022,27917233.46,0," 15,060,000 "," 13,252,800 "
985,Toyota,Hilux,Manual,Diesel,2023,30150612.14,0," 15,060,000 "," 13,252,800 "
986,Toyota,Hilux,Manual,Diesel,2024,32562661.11,0," 15,060,000 "," 13,252,800 "
987,Toyota,Hilux,Manual,Diesel,2025,14075000,4," 15,060,000 "," 13,252,800 "
988,Toyota,Hilux,Automatic,Diesel,2001,8200000,1," 8,200,000 "," 7,462,000 "
989,Toyota,Hilux,Automatic,Diesel,2002,8528000,0," 9,035,000 "," 8,221,850 "
990,Toyota,Hilux,Automatic,Diesel,2003,8869120,0," 9,870,000 "," 8,981,700 "
991,Toyota,Hilux,Automatic,Diesel,2004,9223884.8,0," 10,705,000 "," 9,634,500 "
992,Toyota,Hilux,Automatic,Diesel,2005,9685079.04,0," 11,540,000 "," 10,386,000 "
993,Toyota,Hilux,Automatic,Diesel,2006,13500000,1," 12,375,000 "," 11,137,500 "
994,Toyota,Hilux,Automatic,Diesel,2007,11875000,2," 12,375,000 "," 11,137,500 "
995,Toyota,Hilux,Automatic,Diesel,2008,12250000,1," 12,375,000 "," 11,137,500 "
996,Toyota,Hilux,Automatic,Diesel,2009,12985000,0," 13,187,500 "," 11,868,750 "
997,Toyota,Hilux,Automatic,Diesel,2010,14000000,1," 14,000,000 "," 12,600,000 "
998,Toyota,Hilux,Automatic,Diesel,2011,14980000,0," 14,750,000 "," 13,275,000 "
999,Toyota,Hilux,Automatic,Diesel,2012,16500000,1," 15,500,000 "," 13,640,000 "
1000,Toyota,Hilux,Automatic,Diesel,2013,14500000,1," 15,500,000 "," 13,640,000 "
1001,Toyota,Hilux,Automatic,Diesel,2014,15515000,0," 15,575,000 "," 13,706,000 "
1002,Toyota,Hilux,Automatic,Diesel,2015,16500000,1," 15,650,000 "," 13,772,000 "
1003,Toyota,Hilux,Automatic,Diesel,2016,14800000,1," 15,650,000 "," 13,772,000 "
1004,Toyota,Hilux,Automatic,Diesel,2017,15984000,0," 19,202,778 "," 16,898,444 "
1005,Toyota,Hilux,Automatic,Diesel,2018,22900000,5," 22,755,556 "," 20,024,889 "
1006,Toyota,Hilux,Automatic,Diesel,2019,22800000,1," 22,755,556 "," 20,024,889 "
1007,Toyota,Hilux,Automatic,Diesel,2020,22500000,3," 22,755,556 "," 20,024,889 "
1008,Toyota,Hilux,Automatic,Diesel,2021,24300000,0," 23,371,528 "," 20,566,944 "
1009,Toyota,Hilux,Automatic,Diesel,2022,23987500,2," 23,987,500 "," 21,109,000 "
1010,Toyota,Hilux,Automatic,Diesel,2023,25950000,8," 25,950,000 "," 22,836,000 "
1011,Toyota,Hilux,Automatic,Diesel,2024,29875000,26," 29,313,095 "," 25,795,524 "
1012,Toyota,Hilux,Automatic,Diesel,2025,28400000,16," 29,313,095 "," 25,795,524 "
1013,Toyota,Hilux,Tiptronic,Diesel,2020,26000000,1," 26,000,000 "," 22,880,000 "
1014,Toyota,Hilux,Tiptronic,Diesel,2021,28080000,0," 26,266,667 "," 23,114,667 "
1015,Toyota,Hilux,Tiptronic,Diesel,2022,30326400,0," 26,533,333 "," 23,349,333 "
1016,Toyota,Hilux,Tiptronic,Diesel,2023,26800000,1," 26,800,000 "," 23,584,000 "
1017,Toyota,Hilux,Tiptronic,Diesel,2024,30570000,6," 29,871,667 "," 26,287,067 "
1018,Toyota,Hilux,Tiptronic,Diesel,2025,28475000,3," 29,871,667 "," 26,287,067 "
1019,Toyota,Hilux,Tiptronic,Petrol,2023,25800000,1," 25,800,000 "," 22,704,000 "
1020,Toyota,Land Cruiser Prado,Automatic,Diesel,1995,24000000,1," 18,500,000 "," 16,280,000 "
1021,Toyota,Land Cruiser Prado,Automatic,Diesel,1996,13000000,1," 18,500,000 "," 16,280,000 "
1022,Toyota,Land Cruiser Prado,Automatic,Diesel,1997,13650000,0," 18,812,500 "," 16,555,000 "
1023,Toyota,Land Cruiser Prado,Automatic,Diesel,1998,14332500,0," 19,125,000 "," 16,830,000 "
1024,Toyota,Land Cruiser Prado,Automatic,Diesel,1999,15049125,0," 19,437,500 "," 17,105,000 "
1025,Toyota,Land Cruiser Prado,Automatic,Diesel,2000,15801581.25,0," 19,750,000 "," 17,380,000 "
1026,Toyota,Land Cruiser Prado,Automatic,Diesel,2001,16591660.31,0," 20,062,500 "," 17,655,000 "
1027,Toyota,Land Cruiser Prado,Automatic,Diesel,2002,17421243.33,0," 20,375,000 "," 17,930,000 "
1028,Toyota,Land Cruiser Prado,Automatic,Diesel,2003,18292305.49,0," 20,687,500 "," 18,205,000 "
1029,Toyota,Land Cruiser Prado,Automatic,Diesel,2004,19206920.77,0," 21,000,000 "," 18,480,000 "
1030,Toyota,Land Cruiser Prado,Automatic,Diesel,2005,20359336.02,0," 21,312,500 "," 18,755,000 "
1031,Toyota,Land Cruiser Prado,Automatic,Diesel,2006,22000000,1," 21,625,000 "," 19,030,000 "
1032,Toyota,Land Cruiser Prado,Automatic,Diesel,2007,21250000,1," 21,625,000 "," 19,030,000 "
1033,Toyota,Land Cruiser Prado,Automatic,Diesel,2008,22000000,1," 22,000,000 "," 19,360,000 "
1034,Toyota,Land Cruiser Prado,Automatic,Diesel,2009,23320000,0," 25,250,000 "," 22,220,000 "
1035,Toyota,Land Cruiser Prado,Automatic,Diesel,2010,24952400,0," 28,500,000 "," 25,080,000 "
1036,Toyota,Land Cruiser Prado,Automatic,Diesel,2011,26699068,0," 31,750,000 "," 27,940,000 "
1037,Toyota,Land Cruiser Prado,Automatic,Diesel,2012,35000000,4," 35,000,000 "," 30,800,000 "
1038,Toyota,Land Cruiser Prado,Automatic,Diesel,2013,37450000,0," 38,000,000 "," 33,440,000 "
1039,Toyota,Land Cruiser Prado,Automatic,Diesel,2014,41000000,5," 41,000,000 "," 36,080,000 "
1040,Toyota,Land Cruiser Prado,Automatic,Diesel,2015,47250000,6," 44,818,182 "," 39,440,000 "
1041,Toyota,Land Cruiser Prado,Automatic,Diesel,2016,46500000,1," 44,818,182 "," 39,440,000 "
1042,Toyota,Land Cruiser Prado,Automatic,Diesel,2017,46000000,3," 44,818,182 "," 39,440,000 "
1043,Toyota,Land Cruiser Prado,Automatic,Diesel,2018,25000000,1," 44,818,182 "," 39,440,000 "
1044,Toyota,Land Cruiser Prado,Automatic,Diesel,2019,27000000,0," 50,715,152 "," 44,629,333 "
1045,Toyota,Land Cruiser Prado,Automatic,Diesel,2020,29160000,0," 56,612,121 "," 49,818,667 "
1046,Toyota,Land Cruiser Prado,Automatic,Diesel,2021,31492800,0," 62,509,091 "," 55,008,000 "
1047,Toyota,Land Cruiser Prado,Automatic,Diesel,2022,34012224,0," 68,406,061 "," 60,197,333 "
1048,Toyota,Land Cruiser Prado,Automatic,Diesel,2023,36733201.92,0," 74,303,030 "," 65,386,667 "
1049,Toyota,Land Cruiser Prado,Automatic,Diesel,2024,81000000,8," 80,200,000 "," 70,576,000 "
1050,Toyota,Land Cruiser Prado,Automatic,Diesel,2025,77000000,2," 80,200,000 "," 70,576,000 "
1051,Toyota,Land Cruiser Prado,Manual,Diesel,1995,17500000,1," 13,750,000 "," 12,375,000 "
1052,Toyota,Land Cruiser Prado,Manual,Diesel,1996,18375000,0," 13,750,000 "," 12,375,000 "
1053,Toyota,Land Cruiser Prado,Manual,Diesel,1997,10000000,1," 13,750,000 "," 12,375,000 "
1054,Toyota,Land Cruiser Prado,Manual,Diesel,1998,10500000,0," 13,833,333 "," 12,450,000 "
1055,Toyota,Land Cruiser Prado,Manual,Diesel,1999,11025000,0," 13,916,666 "," 12,524,999 "
1056,Toyota,Land Cruiser Prado,Manual,Diesel,2000,13999999,1," 13,999,999 "," 12,599,999 "
1057,Toyota,Land Cruiser Prado,Manual,Diesel,2001,14699998.95,0," 14,835,713 "," 13,352,142 "
1058,Toyota,Land Cruiser Prado,Manual,Diesel,2002,15434998.9,0," 15,671,428 "," 13,790,857 "
1059,Toyota,Land Cruiser Prado,Manual,Diesel,2003,16206748.84,0," 16,507,142 "," 14,526,285 "
1060,Toyota,Land Cruiser Prado,Manual,Diesel,2004,17017086.28,0," 17,342,857 "," 15,261,714 "
1061,Toyota,Land Cruiser Prado,Manual,Diesel,2005,18038111.46,0," 18,178,571 "," 15,997,143 "
1062,Toyota,Land Cruiser Prado,Manual,Diesel,2006,19120398.15,0," 19,014,286 "," 16,732,571 "
1063,Toyota,Land Cruiser Prado,Manual,Diesel,2007,19850000,1," 19,850,000 "," 17,468,000 "
1064,Toyota,Land Cruiser Prado,Manual,Diesel,2008,21041000,0," 19,925,000 "," 17,534,000 "
1065,Toyota,Land Cruiser Prado,Manual,Diesel,2009,20000000,1," 20,000,000 "," 17,600,000 "
1066,Toyota,Land Cruiser Prado,Manual,Diesel,2010,21400000,0," 24,500,000 "," 21,560,000 "
1067,Toyota,Land Cruiser Prado,Manual,Diesel,2011,22898000,0," 29,000,000 "," 25,520,000 "
1068,Toyota,Land Cruiser Prado,Manual,Diesel,2012,24500860,0," 33,500,000 "," 29,480,000 "
1069,Toyota,Land Cruiser Prado,Manual,Diesel,2013,38000000,1," 38,000,000 "," 33,440,000 "
1070,Toyota,Land Cruiser Prado,Manual,Diesel,2014,40660000,0," 40,750,000 "," 35,860,000 "
1071,Toyota,Land Cruiser Prado,Manual,Diesel,2015,43500000,2," 43,500,000 "," 38,280,000 "
1072,Toyota,Land Cruiser Prado,Manual,Diesel,2016,46980000,0," 45,000,000 "," 39,600,000 "
