Post_Link,Posted_Title,Posted_Date,Brand,Model,Grade,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage,Vehicle_Price
https://ikman.lk/en/ad/toyota-hilux-revo-rocco-g-grade-2018-for-sale-colombo-1,,,0,0,0,0,0,0,0,0,0,0,0,
https://ikman.lk/en/ad/toyota-hilux-rocco-2025-2025-for-sale-colombo,Toyota Hilux Rocco (2025) 2025,"Posted on 05 May 1:15 pm, Dehiwala, Colombo2061views",Toyota,Hilux,0, Rocco (2025),2025,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 26,500,000"
https://ikman.lk/en/ad/toyota-fortuner-diesel-7-seater-2013-for-sale-colombo,Toyota Fortuner Diesel - 7 Seater 2013,"Posted on 04 May 7:20 pm, Colombo 4, Colombo638views",Toyota,Fortuner,0,Diesel - 7 Seater,2013,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","85,000 km","Rs 24,000,000"
https://ikman.lk/en/ad/toyota-hilux-rocco-gr-sport-2024-for-sale-gampaha,Toyota Hilux ROCCO GR SPORT 2024,"Posted on 02 May 10:02 am, Ja-Ela, Gampaha1816views",Toyota,Hilux,0,ROCCO GR SPORT ,2024,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",153 km,"Rs 30,990,000"
https://ikman.lk/en/ad/toyota-hilux-rocco-2025-for-sale-colombo-8,Toyota Hilux Rocco 2025,"Posted on 06 May 9:51 am, Colombo 2, Colombo1671views",Toyota,Hilux,0,Rocco 2025,2025,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 28,475,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-vx-v8-2011-for-sale-kurunegala,Toyota Land Cruiser Sahara VX V8 2011,"Posted on 03 May 9:57 am, Pannala, Kurunegala758views",Toyota,Land Cruiser Sahara,0,VX V8,2011,Used,Tiptronic,SUV / 4x4,Diesel,"4,600 cc","230,000 km","Rs 57,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-lc300-vx-2024-for-sale-colombo,Toyota Land Cruiser Sahara LC300 VX 2024,"Posted on 26 Apr 11:14 pm, Kohuwala, Colombo5175views",Toyota,Land Cruiser Sahara,0,LC300 VX,2024,Reconditioned,Tiptronic,SUV / 4x4,Diesel,"3,500 cc","1,001 km","Rs 115,000,000"
https://ikman.lk/en/ad/toyota-hilux-revo-rocco-gr-sport-2025-for-sale-colombo-1,Toyota Hilux Revo Rocco Gr Sport 2025,"Posted on 25 Apr 7:36 pm, Kohuwala, Colombo4169views",Toyota,Hilux,0,Revo Rocco Gr Sport,2025,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 29,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2012-for-sale-colombo-126,Toyota Land Cruiser Prado 2012,"Posted on 25 Apr 6:05 pm, Athurugiriya, Colombo2008views",Toyota,Land Cruiser Prado,0,2012,2012,Used,Tiptronic,0,Diesel,"3,000 cc","160,000 km","Rs 36,500,000"
https://ikman.lk/en/ad/toyota-hilux-2023-for-sale-colombo,Toyota Hilux 2023,"Posted on 25 Apr 4:53 pm, Mount Lavinia, Colombo2580views",Toyota,Hilux,0,0,2023,Used,Tiptronic,SUV / 4x4,Diesel,"2,400 cc","27,000 km","Rs 26,800,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tzg-2023-for-sale-colombo,Toyota Land Cruiser Prado TZG 2023,"Posted on 22 Apr 1:32 am, Boralesgamuwa, Colombo1539views",Toyota,Land Cruiser Prado,0,TZG,2023,Reconditioned,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","31,000 km","Rs 73,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-diesel-1st-edit-2024-for-sale-colombo,Toyota Land Cruiser Prado 250 Diesel 1st edit 2024,"Posted on 04 May 12:11 pm, Kohuwala, Colombo2090views",Toyota,Land Cruiser Prado,0,250 Diesel 1st edit,2024,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 81,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-vx-v8-diesel-2016-for-sale-colombo-43,Toyota Land Cruiser Sahara VX V8 DIESEL 2016,"Posted on 21 Apr 10:08 pm, Colombo 3, Colombo9035views",Toyota,Land Cruiser Sahara,0,VX V8 DIESEL,2016,Used,Tiptronic,SUV / 4x4,Diesel,"4,500 cc","115,000 km","Rs 75,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-palathsabha-2013-for-sale-colombo,Toyota Land Cruiser Sahara Palathsabha 2013,"Posted on 04 May 12:11 pm, Colombo 7, Colombo1057views",Toyota,Land Cruiser Sahara,0,Palathsabha ,2013,Used,Tiptronic,SUV / 4x4,Diesel,"4,600 cc","89,000 km","Rs 57,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-zx-diesel-2024-for-sale-kurunegala,Toyota Land Cruiser Sahara ZX Diesel 2024,"Posted on 04 May 12:11 pm, Kurunegala City, Kurunegala1275views",Toyota,Land Cruiser Sahara,0,ZX Diesel ,2024,New,Tiptronic,SUV / 4x4,Diesel,"3,300 cc",0 km,"Rs 110,000,000"
https://ikman.lk/en/ad/toyota-hilux-rocco-2024-for-sale-colombo-2,Toyota Hilux ROCCO 2024,"Posted on 27 Apr 4:11 pm, Kohuwala, Colombo3454views",Toyota,Hilux,0,ROCCO ,2024,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 28,800,000"
https://ikman.lk/en/ad/toyota-hilux-2020-gun126-v-for-sale-nuwara-eliya,Toyota Hilux 2020,"Posted on 10 Apr 12:23 pm, Hatton, Nuwara Eliya1809views",Toyota,Hilux,0,2020,2020,Used,Tiptronic,SUV / 4x4,Diesel,"2,800 cc","41,200 km","Rs 26,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-diesel-2025-for-sale-colombo-1,Toyota Land Cruiser Prado Diesel 2025,"Posted on 09 Apr 4:46 pm, Boralesgamuwa, Colombo2727views",Toyota,Land Cruiser Prado,0,Diesel,2025,New,Tiptronic,MPV,Diesel,"2,800 cc",0 km,"Rs 85,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-2014-for-sale-gampaha,Toyota Land Cruiser Sahara 2014,"Posted on 07 Apr 10:04 am, Gampaha City, Gampaha1289views",Toyota,Land Cruiser Sahara,0,0,2014,Used,Tiptronic,SUV / 4x4,Diesel,"4,500 cc","145,000 km","Rs 65,000,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-2016-for-sale-puttalam-1,Toyota Land Cruiser Sahara V8 2016,"Posted on 02 Apr 3:48 pm, Marawila, Puttalam1399views",Toyota,Land Cruiser Sahara,0,V8,2016,Used,Tiptronic,0,Diesel,"4,400 cc","126,000 km","Rs 82,500,000"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-lc300-zx-diesel-2024-for-sale-colombo,Toyota Land Cruiser Sahara LC300 ZX Diesel 2024,"Posted on 04 May 12:11 pm, Kohuwala, Colombo1692views",Toyota,Land Cruiser Sahara,0,LC300 ZX Diesel,2024,New,Tiptronic,SUV / 4x4,Diesel,"3,300 cc",650 km,"Rs 108,500,000"
https://ikman.lk/en/ad/toyota-hilux-revo-gr-sport-2024-for-sale-colombo-5,Toyota Hilux REVO GR Sport 2024,"Posted on 01 Apr 12:53 am, Kohuwala, Colombo15458views",Toyota,Hilux,0,REVO GR Sport,2024,New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km,"Rs 29,900,000"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tzg-151-diesel-28-2017-for-sale-anuradhapura,Toyota Land Cruiser Prado TZ.G 151 Diesel 2.8 2017,"Posted on 25 Apr 1:32 pm, Anuradhapura City, Anuradhapura13433views",Toyota,Land Cruiser Prado,0,TZ.G 151 Diesel 2.8,2017,Used,Tiptronic,SUV / 4x4,Diesel,"2,800 cc","62,000 km","Rs 62,500,000"
https://ikman.lk/en/ad/toyota-yaris-premium-2025-for-sale-colombo-1,Toyota Yaris Premium 2025,"Posted on 26 Apr 6:35 am, Kohuwala, Colombo3507views",Toyota,Yaris,0,Premium,2025,New,Tiptronic,Hatchback,Hybrid,"1,500 cc",0 km,"Rs 20,000,000"
https://ikman.lk/en/ad/toyota-yaris-cross-premium-2025-for-sale-colombo-3,Toyota Yaris Cross Premium 2025,"Posted on 26 Apr 6:34 am, Kohuwala, Colombo2860views",Toyota,Yaris,0,Cross Premium,2025,New,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 20,000,000"
https://ikman.lk/en/ad/toyota-yaris-cross-premium-2025-for-sale-colombo-2,Toyota Yaris Cross Premium 2025,"Posted on 26 Apr 6:33 am, Kohuwala, Colombo3389views",Toyota,Yaris,0,Cross Premium,2025,New,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 20,000,000"
https://ikman.lk/en/ad/nissan-cefiro-230jm-j31-2004-for-sale-colombo,Nissan Cefiro 230JM J31 2004,"Posted on 08 May 10:15 am, Kotte, Colombo4531views",Nissan,Cefiro,0,230JM J31,2004,Used,Automatic,Saloon,Petrol,"2,000 cc","200,000 km","Rs 5,590,000"
https://ikman.lk/en/ad/nissan-x-trail-2016-for-sale-gampaha-317,Nissan X-Trail 2016,"Posted on 08 May 10:11 am, Delgoda, Gampaha",Nissan,X-Trail,0,2016,2016,Reconditioned,Automatic,Station wagon,Petrol,"2,000 cc","145,023 km","Rs 10,700,000"
https://ikman.lk/en/ad/nissan-dayz-highway-star-x-2023-for-sale-colombo-3,Nissan Dayz Highway Star X 2023,"Posted on 08 May 9:53 am, Rajagiriya, Colombo2644views",Nissan,Dayz,0,Highway Star X,2023,Reconditioned,Automatic,Hatchback,Petrol,660 cc,"4,000 km","Rs 8,500,000"
https://ikman.lk/en/ad/nissan-x-trail-1st-owner-134000-km-2007-for-sale-colombo,"Nissan X-Trail 1st owner 134,000 km 2007","Posted on 08 May 7:18 am, Kohuwala, Colombo",Nissan,X-Trail,0,"1st owner 134,000 km",2007,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","134,000 km","Rs 7,675,000"
https://ikman.lk/en/ad/nissan-gt-r-gtr-r35-2024-for-sale-colombo,Nissan GT-R GTR R35 2024,"Posted on 08 May 2:47 am, Kohuwala, Colombo159views",Nissan,GT-R,0,Nissan GTR R35,2024,New,Automatic,Coup̩/Sports,Petrol,"3,800 cc","1,600 km","Rs 170,000,000"
https://ikman.lk/en/ad/nissan-cefiro-a32-1998-for-sale-colombo-5,Nissan Cefiro A32 1998,"Posted on 07 May 10:34 pm, Moratuwa, Colombo484views",Nissan,Cefiro,0,A32,1998,Used,Automatic,0,Petrol,"1,900 cc","352,800 km","Rs 1,050,000"
https://ikman.lk/en/ad/nissan-wingroad-wfy11-auto-2001-for-sale-gampaha,Nissan Wingroad WFY11 Auto 2001,"Posted on 07 May 8:22 pm, Negombo, Gampaha858views",Nissan,Wingroad,0,WFY11 Auto ,2001,Used,Automatic,0,Petrol,"1,500 cc","200,000 km","Rs 3,790,000"
https://ikman.lk/en/ad/nissan-qashqai-1197-cc-2018-for-sale-colombo,Nissan Qashqai 1197 CC 2018,"Posted on 07 May 4:36 pm, Kotte, Colombo6971views",Nissan,Qashqai,0,1197 CC,2018,Used,Automatic,SUV / 4x4,Petrol,"1,197 cc","67,000 km","Rs 14,000,000"
https://ikman.lk/en/ad/nissan-qashqai-tekna-2018-for-sale-colombo-64,Nissan Qashqai Tekna 2018,"Posted on 07 May 12:44 pm, Malabe, Colombo106views",Nissan,Qashqai,0,Tekna,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","119,000 km","Rs 15,500,000"
https://ikman.lk/en/ad/nissan-cefiro-2004-for-sale-gampaha,Nissan Cefiro 2004,"Posted on 07 May 11:40 am, Negombo, Gampaha538views",Nissan,Cefiro,0,0,2004,Used,Automatic,Saloon,Petrol,"2,000 cc","114,000 km","Rs 3,650,000"
https://ikman.lk/en/ad/nissan-qashqai-2018-for-sale-colombo-81,Nissan Qashqai 2018,"Posted on 07 May 10:11 am, Colombo 4, Colombo135views",Nissan,Qashqai,0,0,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","51,000 km","Rs 15,500,000"
https://ikman.lk/en/ad/nissan-march-2002-for-sale-gampaha-185,Nissan March 2002,"Posted on 06 May 2:45 pm, Negombo, Gampaha712views",Nissan,March,0,2002,2002,Used,Automatic,Hatchback,Petrol,"1,300 cc","121,000 km","Rs 3,550,000"
https://ikman.lk/en/ad/nissan-bluebird-sylphy-g11-2008-for-sale-gampaha,Nissan Bluebird G11 2008,"Posted on 08 May 1:48 pm, Ja-Ela, Gampaha433views",Nissan,Bluebird,0,G11,2008,Used,Automatic,0,Petrol,"1,500 cc","235,000 km","Rs 6,975,000"
https://ikman.lk/en/ad/nissan-pulsar-1997-for-sale-matara-4,Nissan Pulsar 1997,"Posted on 06 May 5:53 am, Matara City, Matara930views",Nissan,Pulsar,0,0,1997,Used,Automatic,Saloon,Petrol,"1,500 cc","165,000 km","Rs 2,975,000"
https://ikman.lk/en/ad/nissan-almera-2024-for-sale-kandy-1,Nissan Almera 2024,"Posted on 08 May 12:36 pm, Kandy City, Kandy2127views",Nissan,Almera,0,0,2024,New,Automatic,Saloon,Petrol,"1,000 cc",0 km,"Rs 14,475,000"
https://ikman.lk/en/ad/nissan-x-trail-2015-for-sale-colombo-1401,Nissan X-Trail 2015,"Posted on 05 May 12:23 pm, Moratuwa, Colombo540views",Nissan,X-Trail,0,0,2015,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","87,000 km","Rs 12,700,000"
https://ikman.lk/en/ad/nissan-sunny-1993-for-sale-puttalam,Nissan Sunny 1993,"Posted on 05 May 8:46 am, Wennappuwa, Puttalam2398views",Nissan,Sunny,0,0,1993,Used,Automatic,Saloon,Petrol,"1,500 cc","167,000 km","Rs 175,000"
https://ikman.lk/en/ad/nissan-cube-2000-for-sale-galle,Nissan Cube 2000,"Posted on 04 May 1:36 pm, Galle City, Galle1208views",Nissan,Other Model,0,Cube,2000,Used,Automatic,Hatchback,Petrol,"1,340 cc","193,000 km","Rs 2,850,000"
https://ikman.lk/en/ad/nissan-wingroad-y12-2007-for-sale-gampaha,Nissan Wingroad 2007,"Posted on 05 May 5:32 pm, Negombo, Gampaha823views",Nissan,Wingroad,0,2007,2007,Used,Automatic,Station wagon,Petrol,"1,499 cc","285,000 km","Rs 5,800,000"
https://ikman.lk/en/ad/nissan-dayz-x-2023-for-sale-colombo,Nissan Dayz X 2023,"Posted on 03 May 2:28 pm, Malabe, Colombo1305views",Nissan,Dayz,0,X,2023,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"12,000 km","Rs 7,950,000"
https://ikman.lk/en/ad/nissan-dayz-2016-for-sale-gampaha-8,Nissan Dayz 2016,"Posted on 03 May 2:30 pm, Ja-Ela, Gampaha485views",Nissan,Dayz,0,0,2016,Used,Automatic,Hatchback,Petrol,650 cc,"72,000 km","Rs 6,350,000"
https://ikman.lk/en/ad/nissan-x-trail-2013-for-sale-ratnapura-1,Nissan X-Trail 2013,"Posted on 03 May 7:04 pm, Ratnapura City, Ratnapura517views",Nissan,X-Trail,0,0,2013,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","175,000 km","Rs 10,500,000"
https://ikman.lk/en/ad/nissan-march-2007-for-sale-colombo-289,Nissan March 2007,"Posted on 02 May 4:10 pm, Malabe, Colombo787views",Nissan,March,0,0,2007,Used,Automatic,Hatchback,Petrol,"1,240 cc","127,059 km","Rs 4,590,000"
https://ikman.lk/en/ad/nissan-cefiro-a32-1998-for-sale-kurunegala,Nissan Cefiro A32 1998,"Posted on 02 May 1:42 pm, Ibbagamuwa, Kurunegala1388views",Nissan,Cefiro,0,A32,1998,Used,Automatic,Saloon,Petrol,"2,000 cc","234,521 km","Rs 2,550,000"
https://ikman.lk/en/ad/nissan-tiida-2008-for-sale-colombo-342,Nissan Tiida 2008,"Posted on 02 May 9:06 am, Piliyandala, Colombo735views",Nissan,Tiida,0,Nissan,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","85,000 km","Rs 6,250,000"
https://ikman.lk/en/ad/nissan-tiida-2013-for-sale-colombo,Nissan Tiida 2013,"Posted on 01 May 8:17 am, Mount Lavinia, Colombo594views",Nissan,Tiida,0,0,2013,Used,Automatic,0,Petrol,"1,500 cc","152,000 km","Rs 6,750,000"
https://ikman.lk/en/ad/nissan-x-trail-2003-for-sale-nuwara-eliya,Nissan X-Trail 2003,"Posted on 05 May 7:42 am, Hatton, Nuwara Eliya894views",Nissan,X-Trail,0,Nissan,2003,Used,Automatic,SUV / 4x4,Petrol,"2,500 cc","170,000 km","Rs 6,500,000"
https://ikman.lk/en/ad/nissan-sunny-fb15-newshel-s-salon-2002-for-sale-colombo-1,Nissan Sunny FB15 NEWSHEL S/Salon 2002,"Posted on 30 Apr 4:30 pm, Homagama, Colombo7234views",Nissan,Sunny,0,FB15 NEWSHEL S/Salon,2002,Used,Automatic,Saloon,Petrol,"1,490 cc","190,000 km","Rs 4,475,000"
https://ikman.lk/en/ad/nissan-tiida-2009-for-sale-colombo-22,Nissan Tiida 2009,"Posted on 30 Apr 2:04 pm, Boralesgamuwa, Colombo458views",Nissan,Tiida,0,0,2009,Used,Automatic,Hatchback,Petrol,"1,598 cc","168,000 km","Rs 6,290,000"
https://ikman.lk/en/ad/nissan-dayz-360-view-camera-2017-for-sale-colombo-22,Nissan Dayz 360 View Camera 2017,"Posted on 30 Apr 1:34 pm, Colombo 6, Colombo731views",Nissan,Dayz,0,360 View  Camera,2017,Used,Automatic,Hatchback,Petrol,650 cc,"109,000 km","Rs 6,450,000"
https://ikman.lk/en/ad/nissan-dayz-2015-for-sale-colombo-37,Nissan Dayz 2015,"Posted on 29 Apr 6:30 pm, Malabe, Colombo620views",Nissan,Dayz,0,0,2015,Used,Automatic,Hatchback,Petrol,650 cc,"99,925 km","Rs 6,490,000"
https://ikman.lk/en/ad/nissan-dayz-x-grade-2025-for-sale-gampaha,Nissan Dayz X GRADE 2025,"Posted on 29 Apr 6:25 pm, Kiribathgoda, Gampaha2048views",Nissan,Dayz,0,X GRADE 2025,2025,New,Automatic,Hatchback,Petrol,660 cc,0 km,"Rs 7,400,000"
https://ikman.lk/en/ad/nissan-dayz-2016-for-sale-colombo-282,Nissan Dayz 2016,"Posted on 29 Apr 5:58 pm, Malabe, Colombo529views",Nissan,Dayz,0,0,2016,Used,Automatic,Hatchback,Petrol,650 cc,"48,182 km","Rs 6,580,000"
https://ikman.lk/en/ad/nissan-bluebird-1999-for-sale-colombo-323,Nissan Bluebird 1999,"Posted on 29 Apr 10:09 am, Malabe, Colombo2076views",Nissan,Bluebird,0,1999,1999,Used,Automatic,Saloon,Petrol,"1,800 cc","178,000 km","Rs 2,995,000"
https://ikman.lk/en/ad/nissan-x-trail-2015-for-sale-colombo-1400,Nissan X-Trail 2015,"Posted on 28 Apr 10:58 am, Ratmalana, Colombo1373views",Nissan,X-Trail,0,0,2015,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","170,000 km","Rs 10,800,000"
https://ikman.lk/en/ad/nissan-wingroad-zx-special-edition-2001-for-sale-puttalam,Nissan Wingroad ZX Special Edition 2001,"Posted on 28 Apr 7:26 am, Marawila, Puttalam1387views",Nissan,Wingroad,0,ZX Special Edition,2001,Used,Automatic,Station wagon,Petrol,"1,800 cc","210,000 km","Rs 3,875,000"
https://ikman.lk/en/ad/nissan-march-k12-2008-for-sale-colombo,Nissan March K12 2008,"Posted on 27 Apr 4:22 pm, Mount Lavinia, Colombo1255views",Nissan,March,0,K12,2008,Used,Automatic,Hatchback,Petrol,"1,300 cc","115,272 km","Rs 4,600,000"
https://ikman.lk/en/ad/nissan-cefiro-a33-fully-loaded-2000-for-sale-colombo,Nissan Cefiro A33 Fully loaded 2000,"Posted on 26 Apr 5:03 pm, Rajagiriya, Colombo2505views",Nissan,Cefiro,0,A33 Fully loaded,2000,Used,Automatic,Saloon,Petrol,"1,995 cc","151,000 km","Rs 3,650,000"
https://ikman.lk/en/ad/nissan-ad-wagon-y11-auto-2001-for-sale-colombo,Nissan AD Wagon Y11 Auto 2001,"Posted on 06 May 3:49 pm, Maharagama, Colombo1392views",Nissan,AD Wagon,0,Y11 Auto,2001,Used,Automatic,Hatchback,Petrol,"1,300 cc","100,000 km","Rs 3,300,000"
https://ikman.lk/en/ad/nissan-presea-2000-for-sale-gampaha,Nissan Presea 2000,"Posted on 25 Apr 6:57 pm, Ja-Ela, Gampaha1977views",Nissan,Presea,0,0,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","230,000 km","Rs 2,920,000"
https://ikman.lk/en/ad/nissan-cefiro-j31-2007-for-sale-colombo-9,Nissan Cefiro J31 2007,"Posted on 06 May 4:55 pm, Mount Lavinia, Colombo1166views",Nissan,Cefiro,0,J31,2007,Used,Automatic,Saloon,Petrol,"2,000 cc","120,000 km","Rs 7,500,000"
https://ikman.lk/en/ad/nissan-clipper-pa-limited-2024-for-sale-gampaha,Nissan Clipper PA Limited 2024,"Posted on 25 Apr 2:08 pm, Kandana, Gampaha634views",Nissan,Clipper,0,PA Limited,2024,New,Automatic,MPV,Petrol,600 cc,10 km,"Rs 8,100,000"
https://ikman.lk/en/ad/nissan-ad-wagon-ub-vy11-2002-for-sale-anuradhapura,Nissan AD Wagon UB-vY11 2002,"Posted on 25 Apr 10:12 am, Eppawala, Anuradhapura1287views",Nissan,AD Wagon,0,UB-vY11,2002,Used,Automatic,Station wagon,Petrol,"1,290 cc","110,000 km","Rs 3,500,000"
https://ikman.lk/en/ad/nissan-dayz-x-push-start-2024-for-sale-gampaha-1,Nissan Dayz X Push Start 2024,"Posted on 27 Apr 6:29 am, Kadawatha, Gampaha1920views",Nissan,Dayz,0,X Push Start,2024,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"7,000 km","Rs 7,475,000"
https://ikman.lk/en/ad/nissan-sunny-1999-1996-for-sale-gampaha,Nissan Sunny 1999 1996,"Posted on 23 Apr 12:24 pm, Minuwangoda, Gampaha6299views",Nissan,Sunny,0,1999,1996,Used,Automatic,Saloon,Petrol,"1,300 cc","309,000 km","Rs 2,590,000"
https://ikman.lk/en/ad/nissan-sylphy-bluebird-fg10-kd-2002-for-sale-colombo,Nissan Sylphy BLUEBIRD FG10 KD- 2002,"Posted on 30 Apr 10:54 pm, Homagama, Colombo2595views",Nissan,Sylphy,0,BLUEBIRD FG10 KD-,2002,Used,Automatic,Saloon,Petrol,"1,490 cc","165,000 km","Rs 4,450,000"
https://ikman.lk/en/ad/nissan-cefiro-230jm-j31-2004-for-sale-gampaha,Nissan Cefiro 2004,"Posted on 21 Apr 3:24 pm, Negombo, Gampaha461views",Nissan,Cefiro,0,2004,2004,Used,Automatic,Saloon,Petrol,"2,300 cc","235,000 km","Rs 6,675,000"
https://ikman.lk/en/ad/nissan-x-trail-2016-for-sale-colombo-963,Nissan X-Trail 2016,"Posted on 21 Apr 2:35 pm, Colombo 10, Colombo1610views",Nissan,X-Trail,0,0,2016,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","81,000 km","Rs 12,200,000"
https://ikman.lk/en/ad/nissan-march-ak12-special-edition-2008-for-sale-colombo,Nissan March AK12 Special Edition 2008,"Posted on 21 Apr 8:29 am, Battaramulla, Colombo1776views",Nissan,March,0,AK12 Special Edition,2008,Used,Automatic,Hatchback,Petrol,"1,240 cc","128,800 km","Rs 4,650,000"
https://ikman.lk/en/ad/nissan-juke-2020-for-sale-kalutara,Nissan Juke 2020,"Posted on 20 Apr 5:31 pm, Panadura, Kalutara1466views",Nissan,Juke,0,0,2020,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","21,874 km","Rs 13,800,000"
https://ikman.lk/en/ad/nissan-ad-wagon-vfy10-1997-for-sale-colombo,Nissan AD Wagon VFY10 1997,"Posted on 19 Apr 12:36 pm, Malabe, Colombo1031views",Nissan,AD Wagon,0,VFY10,1997,Used,Automatic,Station wagon,Petrol,"1,490 cc","120,000 km","Rs 2,290,000"
https://ikman.lk/en/ad/nissan-march-ak12-2009-for-sale-puttalam-5,Nissan March 2009,"Posted on 25 Apr 3:21 pm, Wennappuwa, Puttalam1913views",Nissan,March,0,Nissan,2009,Used,Automatic,Hatchback,Petrol,"1,240 cc","78,620 km","Rs 5,350,000"
https://ikman.lk/en/ad/nissan-sunny-fb15-new-shell-2003-for-sale-gampaha-1,Nissan Sunny FB15 NEW SHELL 2003,"Posted on 22 Apr 3:18 pm, Kadawatha, Gampaha3117views",Nissan,Sunny,0,FB15 NEW SHELL,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","135,000 km","Rs 4,375,000"
https://ikman.lk/en/ad/nissan-juke-f16-2020-for-sale-colombo-1,Nissan Juke F16 2020,"Posted on 17 Apr 7:25 pm, Colombo 5, Colombo6020views",Nissan,Juke,0,F16,2020,Used,Automatic,0,Petrol,"1,000 cc","61,000 km","Rs 13,250,000"
https://ikman.lk/en/ad/nissan-qashqai-tekna-2018-for-sale-gampaha-4,Nissan Qashqai Tekna 2018,"Posted on 16 Apr 1:21 pm, Kiribathgoda, Gampaha652views",Nissan,Qashqai,0,Tekna,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","78,218 km","Rs 14,650,000"
https://ikman.lk/en/ad/nissan-march-cube-13cc-auto-hv-2001-for-sale-colombo,Nissan March CUBE 1.3cc AUTO HV- 2001,"Posted on 10 Apr 6:18 am, Homagama, Colombo6194views",Nissan,March,0,CUBE 1.3cc AUTO HV-,2001,Used,Automatic,Hatchback,Petrol,"1,340 cc","104,000 km","Rs 2,875,000"
https://ikman.lk/en/ad/nissan-2011-for-sale-colombo,Nissan N16 Super Saloon 2011,"Posted on 08 Apr 1:43 pm, Colombo 8, Colombo2689views",Nissan,Other Model,0,N16 Super Saloon,2011,Used,Automatic,Saloon,Petrol,"1,300 cc","241,000 km","Rs 5,800,000"
https://ikman.lk/en/ad/nissan-x-trail-2015-for-sale-gampaha-292,Nissan X-Trail 2015,"Posted on 08 Apr 12:55 pm, Ragama, Gampaha2539views",Nissan,X-Trail,0,Nissan,2015,Used,Automatic,SUV / 4x4,Petrol,"1,997 cc","148,000 km","Rs 11,950,000"
https://ikman.lk/en/ad/nissan-fb-15-2005-for-sale-kandy,Nissan FB 15 2005,"Posted on 08 Apr 4:41 pm, Galagedara, Kandy2420views",Nissan,Other Model,0,Nissan FB 15,2005,Used,Automatic,Saloon,Petrol,"1,500 cc","122,500 km","Rs 4,675,000"
https://ikman.lk/en/ad/nissan-x-trail-nt30-2003-for-sale-colombo,Nissan X-Trail NT30 2003,"Posted on 06 Apr 5:39 pm, Malabe, Colombo2119views",Nissan,X-Trail,0,NT30,2003,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","165,000 km","Rs 6,500,000"
https://ikman.lk/en/ad/nissan-presea-1300-1997-for-sale-gampaha-1,Nissan Presea 1300 1997,"Posted on 07 Apr 3:48 pm, Ja-Ela, Gampaha2173views",Nissan,Presea,0,1300,1997,Used,Automatic,Saloon,Petrol,"1,300 cc","121,000 km","Rs 3,050,000"
https://ikman.lk/en/ad/nissan-dayz-roox-2017-for-sale-colombo-7,Nissan Dayz Roox 2017,"Posted on 10 Apr 5:36 pm, Kohuwala, Colombo1049views",Nissan,Dayz,0,Roox,2017,Used,Automatic,Hatchback,Petrol,650 cc,"52,500 km","Rs 6,575,000"
