Post_Link,Posted_Title,Posted_Date,Brand,Model,Grade,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage,Vehicle_Price
https://ikman.lk/en/ad/toyota-axio-2015-for-sale-kandy-18,Toyota Axio 2015,"Posted on 08 May 8:31 am, Kandy City, Kandy",Toyota,Axio,0,0,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","123,000 km","Rs 9,970,000"
https://ikman.lk/en/ad/toyota-axio-hybrid-2013-for-sale-colombo-379,Toyota Axio Hybrid 2013,"Posted on 08 May 5:36 am, Moratuwa, Colombo170views",Toyota,Axio,0,Hybrid,2013,Used,Automatic,Saloon,Hybrid,"1,500 cc","121,000 km","Rs 9,300,000"
https://ikman.lk/en/ad/toyota-voxy-s-z-fully-loaded-2025-for-sale-colombo,Toyota Voxy S-Z Fully Loaded 2025,"Posted on 08 May 8:03 am, Mount Lavinia, Colombo230views",Toyota,Voxy,0,S-Z Fully Loaded,2025,Used,Automatic,MPV,Hybrid,"1,800 cc",0 km,"Rs 33,950,000"
https://ikman.lk/en/ad/toyota-yaris-cross-hev-premium-l-2025-for-sale-colombo,Toyota Yaris Cross HEV Premium L 2025,"Posted on 07 May 7:59 pm, Kohuwala, Colombo17188views",Toyota,Yaris,0,Cross HEV Premium L,2025,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 22,500,000"
https://ikman.lk/en/ad/toyota-axio-hybrid-g-safety-2015-for-sale-kalutara,Toyota Axio HYBRID G SAFETY 2015,"Posted on 07 May 7:15 pm, Alutgama, Kalutara467views",Toyota,Axio,0,HYBRID G SAFETY ,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","165,000 km","Rs 11,175,000"
https://ikman.lk/en/ad/toyota-aqua-urban-2015-for-sale-colombo-104,Toyota Aqua Urban 2015,"Posted on 07 May 5:37 pm, Boralesgamuwa, Colombo547views",Toyota,Aqua,0,Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","53,000 km","Rs 9,450,000"
https://ikman.lk/en/ad/toyota-prius-3rd-generation-2013-for-sale-gampaha-1,Toyota Prius 3rd Generation 2013,"Posted on 07 May 4:45 pm, Seeduwa, Gampaha529views",Toyota,Prius,0,3rd Generation,2013,Used,Automatic,Station wagon,Hybrid,"1,800 cc","85,000 km","Rs 10,500,000"
https://ikman.lk/en/ad/toyota-prius-3rd-gen-2011-for-sale-colombo-150,Toyota Prius 3rd Gen 2011,"Posted on 07 May 7:11 pm, Rajagiriya, Colombo497views",Toyota,Prius,0,3rd Gen,2011,Used,Automatic,Station wagon,Hybrid,"1,980 cc","194,700 km","Rs 9,375,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2016-for-sale-colombo-1000,Toyota Axio G GRADE 2016,"Posted on 07 May 12:28 pm, Nugegoda, Colombo330views",Toyota,Axio,0,G GRADE,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","112,000 km","Rs 12,090,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-colombo-1933,Toyota Aqua 2015,"Posted on 07 May 12:02 pm, Malabe, Colombo240views",Toyota,Aqua,0,0,2015,Used,Automatic,Saloon,Hybrid,"1,490 cc","87,915 km","Rs 11,500,000"
https://ikman.lk/en/ad/toyota-axio-2012-for-sale-colombo-99,Toyota Axio 2012,"Posted on 07 May 11:55 am, Malabe, Colombo282views",Toyota,Axio,0,0,2012,Used,Automatic,Saloon,Hybrid,"1,490 cc","128,200 km","Rs 9,890,000"
https://ikman.lk/en/ad/toyota-aqua-2013-for-sale-colombo-6011,Toyota Aqua 2013,"Posted on 07 May 11:47 am, Malabe, Colombo142views",Toyota,Aqua,0,0,2013,Used,Automatic,Hatchback,Hybrid,"1,490 cc","112,205 km","Rs 7,995,000"
https://ikman.lk/en/ad/toyota-voxy-sz-executive-launch-2024-for-sale-colombo-1,Toyota Voxy SZ Executive Launch 2024,"Posted on 07 May 9:36 am, Dehiwala, Colombo385views",Toyota,Voxy,0,SZ Executive Launch ,2024,New,Automatic,SUV / 4x4,Hybrid,"1,800 cc",30 km,"Rs 33,750,000"
https://ikman.lk/en/ad/toyota-axio-2017-for-sale-colombo-313,Toyota Axio 2017,"Posted on 07 May 9:12 am, Kottawa, Colombo139views",Toyota,Axio,0,0,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","63,000 km","Rs 14,000,000"
https://ikman.lk/en/ad/toyota-prius-s-touring-first-own-2014-for-sale-colombo,Toyota Prius S Touring First Own 2014,"Posted on 07 May 6:38 am, Kohuwala, Colombo436views",Toyota,Prius,0,S Touring First Own,2014,Used,Automatic,Saloon,Hybrid,"1,800 cc","122,000 km","Rs 11,300,000"
https://ikman.lk/en/ad/toyota-corolla-cross-z-grade-hybrid-2023-for-sale-colombo-2,Toyota Corolla CROSS Z GRADE HYBRID 2023,"Posted on 07 May 12:04 am, Kohuwala, Colombo684views",Toyota,Corolla,0,CROSS Z GRADE HYBRID,2023,Reconditioned,Automatic,Station wagon,Hybrid,"1,790 cc","10,000 km","Rs 28,990,000"
https://ikman.lk/en/ad/toyota-axio-fielder-hybrid-2023-for-sale-colombo-4,Toyota Axio FIELDER HYBRID 2023,"Posted on 06 May 11:26 pm, Kohuwala, Colombo960views",Toyota,Axio,0,FIELDER HYBRID,2023,Reconditioned,Automatic,Station wagon,Hybrid,"1,490 cc","15,000 km","Rs 16,190,000"
https://ikman.lk/en/ad/toyota-voxy-sz-brand-new-2024-for-sale-colombo-2,Toyota Voxy SZ Brand New 2024,"Posted on 06 May 9:18 pm, Colombo 6, Colombo694views",Toyota,Voxy,0,SZ Brand New ,2024,New,Automatic,0,Hybrid,"1,800 cc",0 km,"Rs 32,350,000"
https://ikman.lk/en/ad/toyota-yaris-cross-2024-for-sale-colombo-6,Toyota Yaris Cross 2024,"Posted on 06 May 8:26 pm, Mount Lavinia, Colombo965views",Toyota,Yaris,0,Yaris Cross,2024,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,500 cc",5 km,"Rs 19,525,000"
https://ikman.lk/en/ad/toyota-axio-2015-for-sale-kandy-17,Toyota Axio 2015,"Posted on 06 May 6:19 pm, Akurana, Kandy315views",Toyota,Axio,0,2015,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","151,000 km","Rs 13,700,000"
https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-colombo-3271,Toyota Aqua 2014,"Posted on 05 May 6:08 pm, Malabe, Colombo904views",Toyota,Aqua,0,0,2014,Used,Automatic,Hatchback,Hybrid,"1,490 cc","183,323 km","Rs 8,390,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-colombo-1932,Toyota Aqua 2015,"Posted on 05 May 5:46 pm, Malabe, Colombo693views",Toyota,Aqua,0,0,2015,Used,Automatic,Hatchback,Hybrid,"1,490 cc","160,658 km","Rs 8,790,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-colombo-1931,Toyota Aqua 2015,"Posted on 05 May 5:39 pm, Malabe, Colombo821views",Toyota,Aqua,0,0,2015,Used,Automatic,Hatchback,Hybrid,"1,490 cc","90,070 km","Rs 9,490,000"
https://ikman.lk/en/ad/toyota-prius-alpha-2013-for-sale-gampaha-32,Toyota Prius Alpha 2013,"Posted on 05 May 2:29 pm, Negombo, Gampaha1054views",Toyota,Prius,0,Alpha,2013,Used,Automatic,Station wagon,Hybrid,"1,790 cc","165,000 km","Rs 9,800,000"
https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-colombo-3270,Toyota Aqua 2014,"Posted on 06 May 1:53 pm, Malabe, Colombo381views",Toyota,Aqua,0,0,2014,Used,Automatic,0,Hybrid,"1,500 cc","128,408 km","Rs 9,695,000"
https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-kandy-264,Toyota Aqua 2014,"Posted on 05 May 1:16 pm, Katugastota, Kandy433views",Toyota,Aqua,0,0,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","117,000 km","Rs 7,950,000"
https://ikman.lk/en/ad/toyota-voxy-2014-for-sale-colombo-409,Toyota Voxy 2014,"Posted on 05 May 11:16 am, Dehiwala, Colombo590views",Toyota,Voxy,0,VOXY,2014,Used,Automatic,MPV,Hybrid,"1,800 cc","119,000 km","Rs 16,900,000"
https://ikman.lk/en/ad/toyota-axio-2015-for-sale-colombo-1745,Toyota Axio 2015,"Posted on 05 May 11:11 am, Nugegoda, Colombo1529views",Toyota,Axio,0,0,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","80,000 km","Rs 11,200,000"
https://ikman.lk/en/ad/toyota-aqua-s-limited-2013-for-sale-gampaha-31,Toyota Aqua 2013,"Posted on 05 May 9:15 am, Delgoda, Gampaha469views",Toyota,Aqua,0,2013,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","114,000 km","Rs 7,975,000"
https://ikman.lk/en/ad/toyota-aqua-s-limited-2014-2013-for-sale-gampaha,Toyota Aqua S Limited 2014 2013,"Posted on 05 May 7:32 am, Nittambuwa, Gampaha855views",Toyota,Aqua,0,AQUA S Limited 2014,2013,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","166,000 km","Rs 7,250,000"
https://ikman.lk/en/ad/toyota-aqua-2011-for-sale-colombo-5,Toyota Aqua 2011,"Posted on 04 May 7:05 pm, Mount Lavinia, Colombo723views",Toyota,Aqua,0,Toyota,2011,Used,Automatic,Hatchback,Hybrid,"1,500 cc","105,836 km","Rs 8,500,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-colombo-1930,Toyota Aqua 2015,"Posted on 04 May 5:24 pm, Malabe, Colombo1235views",Toyota,Aqua,0,Toyota,2015,Used,Automatic,0,Hybrid,"1,500 cc","80,000 km","Rs 9,395,000"
https://ikman.lk/en/ad/toyota-yaris-cross-premium-luxury-2025-for-sale-colombo-1,Toyota Yaris Cross Premium luxury 2025,"Posted on 04 May 3:29 pm, Malabe, Colombo3318views",Toyota,Yaris,0,Cross Premium luxury,2025,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 18,900,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2017-for-sale-polonnaruwa,Toyota Axio WXB 2017,"Posted on 07 May 10:13 pm, Polonnaruwa City, Polonnaruwa850views",Toyota,Axio,0,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","80,000 km","Rs 13,790,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2016-for-sale-gampaha-229,Toyota Axio WXB 2016,"Posted on 04 May 12:10 pm, Kadawatha, Gampaha1296views",Toyota,Axio,0,WXB,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","170,000 km","Rs 12,000,000"
https://ikman.lk/en/ad/toyota-sai-4th-gen-facelift-2014-for-sale-colombo-33,Toyota SAI 4th GEN FACELIFT 2014,"Posted on 04 May 9:52 am, Boralesgamuwa, Colombo188views",Toyota,SAI,0,4th GEN FACELIFT ,2014,Used,Automatic,Saloon,Hybrid,"2,330 cc","72,145 km","Rs 17,590,000"
https://ikman.lk/en/ad/toyota-yaris-x-grade-2022-for-sale-colombo-12,Toyota Yaris X Grade 2022,"Posted on 04 May 9:31 am, Boralesgamuwa, Colombo508views",Toyota,Yaris,0,X Grade,2022,Reconditioned,Automatic,Saloon,Hybrid,"1,000 cc","32,000 km","Rs 10,575,000"
https://ikman.lk/en/ad/toyota-corolla-cross-z-2024-for-sale-colombo-2,Toyota Corolla Cross Z 2024,"Posted on 03 May 8:43 pm, Maharagama, Colombo1999views",Toyota,Corolla,0,Corolla Cross Z,2024,New,Automatic,SUV / 4x4,Hybrid,"1,800 cc",27 km,"Rs 26,950,000"
https://ikman.lk/en/ad/toyota-prius-s-2014-for-sale-colombo-115,Toyota Prius S 2014,"Posted on 03 May 5:09 pm, Kohuwala, Colombo1689views",Toyota,Prius,0,S,2014,Used,Automatic,Saloon,Hybrid,"1,800 cc","173,000 km","Rs 10,900,000"
https://ikman.lk/en/ad/toyota-chr-hybrid-1800cc-2017-for-sale-matara,Toyota CHR Hybrid 1800Cc 2017,"Posted on 03 May 4:27 pm, Matara City, Matara1105views",Toyota,CHR,0,Hybrid 1800Cc ,2017,Used,Automatic,Hatchback,Hybrid,"1,800 cc","72,000 km","Rs 16,800,000"
https://ikman.lk/en/ad/toyota-prius-2013-for-sale-colombo-2888,Toyota Prius 2013,"Posted on 03 May 4:09 pm, Pannipitiya, Colombo391views",Toyota,Prius,0,Toyota Prius 2013,2013,Used,Automatic,Hatchback,Hybrid,"1,800 cc","151,701 km","Rs 11,700,000"
https://ikman.lk/en/ad/toyota-axio-g-grade-2016-for-sale-colombo-998,Toyota Axio G Grade 2016,"Posted on 03 May 12:51 pm, Dehiwala, Colombo899views",Toyota,Axio,0,G Grade,2016,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","139,000 km","Rs 11,350,000"
https://ikman.lk/en/ad/toyota-yaris-cross-z-grade-2024-for-sale-colombo-2,Toyota Yaris Cross Z Grade 2024,"Posted on 03 May 12:48 pm, Colombo 3, Colombo2796views",Toyota,Yaris,0,Cross Z Grade,2024,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 16,550,000"
https://ikman.lk/en/ad/toyota-yaris-cross-z-adventure-2023-for-sale-colombo,Toyota Yaris Cross Z Adventure 2023,"Posted on 06 May 9:20 am, Kohuwala, Colombo2886views",Toyota,Yaris,0,Cross Z Adventure,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,500 cc","22,000 km","Rs 18,900,000"
https://ikman.lk/en/ad/toyota-prius-30-2013-for-sale-colombo,Toyota Prius 30 2013,"Posted on 02 May 6:39 pm, Kotte, Colombo986views",Toyota,Prius,0,Prius 30,2013,Used,Automatic,Hatchback,Hybrid,"1,800 cc","150,000 km","Rs 11,500,000"
https://ikman.lk/en/ad/toyota-prius-2014-for-sale-colombo-1169,Toyota Prius 2014,"Posted on 07 May 6:00 pm, Maharagama, Colombo1011views",Toyota,Prius,0,0,2014,Used,Automatic,Saloon,Hybrid,"1,800 cc","128,000 km","Rs 11,450,000"
https://ikman.lk/en/ad/toyota-sai-4th-gen-2014-for-sale-colombo,Toyota SAI 4th Gen 2014,"Posted on 02 May 11:13 am, Ratmalana, Colombo344views",Toyota,SAI,0,4th Gen,2014,Used,Automatic,Saloon,Hybrid,"2,500 cc","123,000 km","Rs 15,500,000"
https://ikman.lk/en/ad/toyota-aqua-g-2024-for-sale-gampaha,Toyota Aqua G 2024,"Posted on 02 May 10:28 am, Kandana, Gampaha8835views",Toyota,Aqua,0,G 2024,2024,New,Automatic,Hatchback,Hybrid,"1,500 cc",5 km,"Rs 13,950,000"
https://ikman.lk/en/ad/toyota-raize-2025-for-sale-gampaha,Toyota Raize 2025,"Posted on 02 May 10:28 am, Kandana, Gampaha3911views",Toyota,Raize,0,0,2025,New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km,"Rs 14,500,000"
https://ikman.lk/en/ad/toyota-aqua-gr-sport-2024-for-sale-colombo-1,Toyota Aqua GR Sport 2024,"Posted on 02 May 10:18 am, Colombo 3, Colombo9789views",Toyota,Aqua,0,GR Sport 2024,2024,New,Automatic,Hatchback,Hybrid,"1,500 cc",10 km,"Rs 15,250,000"
https://ikman.lk/en/ad/toyota-aqua-z-2024-for-sale-colombo,Toyota Aqua Z 2024,"Posted on 02 May 10:18 am, Colombo 3, Colombo6349views",Toyota,Aqua,0,Z  2024,2024,New,Automatic,Hatchback,Hybrid,"1,500 cc",10 km,"Rs 14,450,000"
https://ikman.lk/en/ad/toyota-yaris-cross-hybrid-z-2024-for-sale-colombo,Toyota Yaris Cross Hybrid Z 2024,"Posted on 02 May 10:18 am, Colombo 3, Colombo8285views",Toyota,Yaris,0,Cross Hybrid Z 2024,2024,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",10 km,"Rs 16,950,000"
https://ikman.lk/en/ad/toyota-yaris-cross-hybrid-2025-for-sale-colombo-1,Toyota Yaris Cross Hybrid 2025,"Posted on 02 May 10:18 am, Colombo 3, Colombo4697views",Toyota,Yaris,0,Cross Hybrid 2025,2025,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",10 km,"Rs 19,370,000"
https://ikman.lk/en/ad/toyota-yaris-hybrid-x-2024-for-sale-colombo,Toyota Yaris Hybrid X 2024,"Posted on 02 May 10:18 am, Colombo 3, Colombo4423views",Toyota,Yaris,0,Hybrid X,2024,New,Automatic,Hatchback,Hybrid,"1,000 cc",10 km,"Rs 15,450,000"
https://ikman.lk/en/ad/toyota-axio-2014-for-sale-colombo-1461,Toyota Axio 2014,"Posted on 02 May 10:17 am, Nugegoda, Colombo959views",Toyota,Axio,0,2014,2014,Used,Automatic,Saloon,Hybrid,"1,500 cc","107,000 km","Rs 9,590,000"
https://ikman.lk/en/ad/toyota-aqua-2013-for-sale-colombo-6009,Toyota Aqua 2013,"Posted on 02 May 9:25 am, Nugegoda, Colombo478views",Toyota,Aqua,0,0,2013,Used,Automatic,Hatchback,Hybrid,"1,490 cc","86,000 km","Rs 8,500,000"
https://ikman.lk/en/ad/toyota-axio-x-limited-2015-for-sale-colombo-36,Toyota Axio X Limited 2015,"Posted on 02 May 6:41 am, Dehiwala, Colombo1408views",Toyota,Axio,0,X Limited ,2015,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","150,000 km","Rs 10,450,000"
https://ikman.lk/en/ad/toyota-axio-2015-for-sale-kurunegala-207,Toyota Axio 2015,"Posted on 01 May 3:22 pm, Kurunegala City, Kurunegala1531views",Toyota,Axio,0,Toyota,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","122,000 km","Rs 11,275,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2017-for-sale-gampaha-500,Toyota Axio WXB 2017,"Posted on 02 May 6:53 pm, Wattala, Gampaha842views",Toyota,Axio,0,WXB 2017,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","108,000 km","Rs 13,700,000"
https://ikman.lk/en/ad/toyota-yaris-cross-z-plus-2025-for-sale-colombo-1,Toyota Yaris Cross Z Plus 2025,"Posted on 01 May 2:53 pm, Kohuwala, Colombo1676views",Toyota,Yaris,0,Cross Z Plus,2025,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 19,500,000"
https://ikman.lk/en/ad/toyota-voxy-noah-2014-for-sale-kurunegala,Toyota Voxy Noah 2014,"Posted on 01 May 6:37 pm, Kuliyapitiya, Kurunegala796views",Toyota,Voxy,0,Noah,2014,Used,Automatic,MPV,Hybrid,"1,800 cc","125,000 km","Rs 18,500,000"
https://ikman.lk/en/ad/toyota-aqua-hybrid-2013-for-sale-colombo-246,Toyota Aqua Hybrid 2013,"Posted on 01 May 1:04 pm, Pannipitiya, Colombo773views",Toyota,Aqua,0,Hybrid,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","165,000 km","Rs 8,000,000"
https://ikman.lk/en/ad/toyota-harrier-z-hybrid-2023-for-sale-colombo,Toyota Harrier Z - Hybrid 2023,"Posted on 02 May 4:44 pm, Colombo 2, Colombo1059views",Toyota,Harrier,0,Z - Hybrid,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,"2,500 cc","2,400 km","Rs 45,000,000"
https://ikman.lk/en/ad/toyota-corolla-cross-hybrid-z-grade-2025-for-sale-gampaha-1,Toyota Corolla Cross Hybrid Z Grade 2025,"Posted on 01 May 9:32 am, Kadawatha, Gampaha1938views",Toyota,Corolla,0,Cross Hybrid Z Grade,2025,New,Automatic,SUV / 4x4,Hybrid,"1,800 cc",0 km,"Rs 26,800,000"
https://ikman.lk/en/ad/toyota-harrier-premium-2015-for-sale-colombo-7,Toyota Harrier PREMIUM 2015,"Posted on 01 May 3:16 pm, Dehiwala, Colombo989views",Toyota,Harrier,0,PREMIUM ,2015,Used,Automatic,Station wagon,Hybrid,"2,000 cc","102,000 km","Rs 21,850,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2016-for-sale-kandy-1,Toyota Axio 2016,"Posted on 30 Apr 3:35 pm, Kandy City, Kandy1086views",Toyota,Axio,0,2016,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","92,000 km","Rs 13,100,000"
https://ikman.lk/en/ad/toyota-sienta-7-seater-full-option-2015-for-sale-colombo-21,Toyota Sienta 7 Seater Full Option 2015,"Posted on 30 Apr 2:01 pm, Colombo 6, Colombo829views",Toyota,Sienta,0,7 Seater Full Option,2015,Used,Automatic,Station wagon,Hybrid,"1,490 cc","94,000 km","Rs 13,550,000"
https://ikman.lk/en/ad/toyota-sienta-7-seater-full-option-2016-for-sale-colombo-35,Toyota Sienta 7 Seater Full Option 2016,"Posted on 30 Apr 1:50 pm, Boralesgamuwa, Colombo411views",Toyota,Sienta,0,7 Seater Full Option,2016,Used,Automatic,Station wagon,Hybrid,"1,490 cc","105,685 km","Rs 14,090,000"
https://ikman.lk/en/ad/toyota-aqua-g-grade-2012-for-sale-colombo-1380,Toyota Aqua G Grade 2012,"Posted on 29 Apr 7:39 pm, Talawatugoda, Colombo3652views",Toyota,Aqua,0,G Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,496 cc","170,000 km","Rs 6,995,000"
https://ikman.lk/en/ad/toyota-aqua-2018-x-urban-2015-for-sale-colombo-1,Toyota Aqua 2018 X-Urban 2015,"Posted on 02 May 12:59 am, Kottawa, Colombo6953views",Toyota,Aqua,0,2018 X-Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","101,810 km","Rs 9,500,000"
https://ikman.lk/en/ad/toyota-aqua-2015-for-sale-colombo-1929,Toyota Aqua 2015,"Posted on 29 Apr 5:18 pm, Malabe, Colombo1670views",Toyota,Aqua,0,0,2015,Used,Automatic,Hatchback,Hybrid,"1,490 cc","65,000 km","Rs 9,690,000"
https://ikman.lk/en/ad/toyota-raize-z-grade-2025-for-sale-colombo-7,Toyota Raize Z Grade 2025,"Posted on 05 May 4:05 am, Maharagama, Colombo4060views",Toyota,Raize,0,Raize Z Grade 2025,2025,New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",200 km,"Rs 13,990,000"
https://ikman.lk/en/ad/toyota-aqua-g-grade-2014-for-sale-kandy-22,Toyota Aqua G Grade 2014,"Posted on 29 Apr 10:05 am, Gampola, Kandy611views",Toyota,Aqua,0,G Grade,2014,Used,Automatic,Hatchback,Hybrid,"1,496 cc","115,000 km","Rs 8,700,000"
https://ikman.lk/en/ad/toyota-aqua-2013-for-sale-colombo-6008,Toyota Aqua 2013,"Posted on 28 Apr 2:41 pm, Malabe, Colombo1072views",Toyota,Aqua,0,2013,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","159,000 km","Rs 7,675,000"
https://ikman.lk/en/ad/toyota-vellfire-car-2012-for-sale-colombo,Toyota Vellfire 2012,"Posted on 28 Apr 1:15 pm, Dehiwala, Colombo1108views",Toyota,Vellfire,0,Toyota,2012,Used,Automatic,0,Hybrid,"2,500 cc","100,800 km","Rs 33,000,000"
https://ikman.lk/en/ad/toyota-rav4-2019-for-sale-colombo-1,Toyota RAV4 2019,"Posted on 28 Apr 12:27 pm, Kotte, Colombo1257views",Toyota,RAV4,0,0,2019,Used,Automatic,SUV / 4x4,Hybrid,"2,487 cc","46,000 km","Rs 30,000,000"
https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-colombo-3268,Toyota Aqua 2014,"Posted on 27 Apr 4:48 pm, Colombo 6, Colombo924views",Toyota,Aqua,0,2014,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","92,445 km","Rs 7,800,000"
https://ikman.lk/en/ad/toyota-axio-fielder-2014-for-sale-colombo-40,Toyota Axio Fielder 2014,"Posted on 26 Apr 3:58 pm, Piliyandala, Colombo694views",Toyota,Axio,0,Fielder,2014,Used,Automatic,Station wagon,Hybrid,"1,500 cc","230,000 km","Rs 11,000,000"
https://ikman.lk/en/ad/toyota-harrier-premi-h-spec-2015-for-sale-colombo,Toyota Harrier Premi H/Spec 2015,"Posted on 26 Apr 3:36 pm, Nugegoda, Colombo1156views",Toyota,Harrier,0,Premi H/Spec,2015,Used,Automatic,SUV / 4x4,Hybrid,"2,490 cc","123,000 km","Rs 21,990,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2017-for-sale-colombo-1751,Toyota Axio WXB 2017,"Posted on 27 Apr 4:12 pm, Nugegoda, Colombo1203views",Toyota,Axio,0,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","155,000 km","Rs 12,800,000"
https://ikman.lk/en/ad/toyota-axio-2015-2025-for-sale-colombo,Toyota Axio 2015,"Posted on 03 May 10:05 pm, Moratuwa, Colombo1146views",Toyota,Axio,0,2015,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","102,000 km","Rs 10,500,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2016-for-sale-colombo-727,Toyota Axio WXB 2016,"Posted on 26 Apr 11:44 am, Kohuwala, Colombo1602views",Toyota,Axio,0,WXB,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","95,000 km","Rs 12,500,000"
https://ikman.lk/en/ad/toyota-gr-sports-2024-for-sale-colombo,Toyota GR Sports 2024,"Posted on 27 Apr 8:14 am, Nugegoda, Colombo5511views",Toyota,Other Model,0,GR Sports,2024,Used,Automatic,SUV / 4x4,Hybrid,"1,490 cc","10,900 km","Rs 18,850,000"
https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-colombo-3267,Toyota Aqua 2014,"Posted on 07 May 9:16 pm, Colombo 2, Colombo799views",Toyota,Aqua,0,Toyota,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","80,800 km","Rs 8,500,000"
https://ikman.lk/en/ad/toyota-axio-wxb-2018-for-sale-hambantota-1,Toyota Axio WXB 2018,"Posted on 26 Apr 12:04 pm, Beliatta, Hambantota1421views",Toyota,Axio,0,WXB,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc","73,300 km","Rs 14,390,000"
https://ikman.lk/en/ad/toyota-yaris-cross-hev-premium-l-2025-for-sale-colombo-1,Toyota Yaris Cross HEV Premium L 2025,"Posted on 25 Apr 8:07 pm, Kohuwala, Colombo1646views",Toyota,Yaris,0,Cross HEV Premium L,2025,New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km,"Rs 22,500,000"
https://ikman.lk/en/ad/toyota-prius-3rd-generation-2010-for-sale-kalutara-1,Toyota Prius 3rd Generation 2010,"Posted on 25 Apr 4:10 pm, Horana, Kalutara1014views",Toyota,Prius,0,3rd Generation,2010,Used,Automatic,Saloon,Hybrid,"1,800 cc","193,000 km","Rs 10,500,000"
https://ikman.lk/en/ad/toyota-prius-2016-for-sale-colombo-351,Toyota Prius 2016,"Posted on 07 May 12:13 pm, Moratuwa, Colombo1756views",Toyota,Prius,0,2016,2016,Used,Automatic,Saloon,Hybrid,"1,800 cc","141,000 km","Rs 14,875,000"
https://ikman.lk/en/ad/toyota-voxy-hybrid-sz-2024-for-sale-colombo-3,Toyota Voxy Hybrid SZ 2024,"Posted on 24 Apr 7:22 pm, Maharagama, Colombo2645views",Toyota,Voxy,0,Voxy Hybrid SZ 2024,2024,New,Automatic,MPV,Hybrid,"1,800 cc",100 km,"Rs 29,950,000"
https://ikman.lk/en/ad/toyota-prius-2012-for-sale-colombo-2969,Toyota Prius 2012,"Posted on 01 May 7:55 pm, Nugegoda, Colombo1647views",Toyota,Prius,0,Toyota,2012,Used,Automatic,Saloon,Hybrid,"1,720 cc","300,000 km","Rs 9,675,000"
